id,name,organism,known_action,inhibition_strength,induction_strength,position,parent_key
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB06605
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,2,DB06605
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB06605
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB06605
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB06605
BE0003683,Cytochrome P450 2J2,Human,unknown,unknown,unknown,6,DB06605
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,9,DB06605
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,7,DB06616
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB06626
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,2,DB06626
BE0002433,Cytochrome P450 1A2,Human,no,unknown,unknown,3,DB06626
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,4,DB06626
BE0003541,UDP-glucuronosyltransferase 1-1,Human,no,unknown,unknown,5,DB06626
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB06636
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,17,DB06637
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB06652
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB06652
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB06652
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,1,DB06654
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB06654
BE0000854,Dipeptidyl peptidase 4,Human,unknown,unknown,unknown,1,DB06655
BE0000266,Neprilysin,Human,unknown,unknown,unknown,2,DB06655
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,3,DB06670
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,4,DB06670
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB06678
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06684
BE0003611,Cytochrome P450 2C18,Human,unknown,unknown,unknown,2,DB06684
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,3,DB06684
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB06685
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,1,DB06689
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB06691
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,1,DB06693
BE0002705,Liver carboxylesterase 1,Human,unknown,unknown,unknown,3,DB06695
BE0004712,Cocaine esterase,Human,unknown,unknown,unknown,4,DB06695
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,5,DB06695
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,6,DB06695
BE0004696,UDP-glucuronosyltransferase 2B15,Human,unknown,unknown,unknown,7,DB06695
BE0000220,Ribosyldihydronicotinamide dehydrogenase [quinone],Human,unknown,unknown,unknown,8,DB06695
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06697
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB06697
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,3,DB06697
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB06697
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,5,DB06697
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,6,DB06697
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06700
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB06701
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB06702
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,6,DB06702
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06708
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,2,DB06708
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,1,DB06710
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,2,DB06710
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB06710
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB06712
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB06712
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,2,DB06712
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB06712
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,4,DB06712
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB06712
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,6,DB06712
BE0001197,Steryl-sulfatase,Human,unknown,unknown,unknown,1,DB06713
BE0003546,"Alkaline phosphatase, tissue-nonspecific isozyme",Human,yes,unknown,unknown,6,DB06716
BE0002638,Cytochrome P450 3A4,Human,unknown,weak,unknown,1,DB06717
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,3,DB06719
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB06725
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB06726
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,NA,DB06727
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,NA,DB06728
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,NA,DB06729
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,1,DB06729
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,2,DB06729
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB06729
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB06729
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB06730
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB06730
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,NA,DB06731
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,NA,DB06731
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,NA,DB06732
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,1,DB06735
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB06736
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,1,DB06737
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB06737
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,3,DB06737
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,1,DB06738
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB06738
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB06738
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,4,DB06738
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,5,DB06738
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB06738
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB06738
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB06739
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB06739
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB06739
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB06739
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,5,DB06739
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,6,DB06739
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,7,DB06739
BE0003336,Cytochrome P450 2A6,Human,unknown,unknown,unknown,8,DB06739
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,1,DB06741
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,2,DB06741
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,3,DB06741
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,4,DB06741
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,5,DB06741
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06742
BE0009340,"Beta,beta-carotene 15,15'-dioxygenase",Human,no,unknown,unknown,1,DB06755
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,1,DB06756
BE0002330,"Proline dehydrogenase 1, mitochondrial",Human,unknown,unknown,unknown,2,DB06756
BE0005210,Cytoplasmic aconitate hydratase,Human,unknown,unknown,unknown,1,DB06757
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06762
BE0002433,Cytochrome P450 1A2,Human,no,unknown,unknown,1,DB06769
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,1,DB06770
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,2,DB06770
BE0000133,"Aldehyde dehydrogenase, mitochondrial",Human,unknown,unknown,unknown,3,DB06770
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,4,DB06770
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,5,DB06770
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,6,DB06770
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,7,DB06770
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,8,DB06770
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06772
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB06772
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,3,DB06772
BE0000391,Alpha-N-acetylglucosaminidase,Human,no,unknown,unknown,2,DB06773
BE0001078,Aminopeptidase N,Human,no,unknown,unknown,3,DB06773
BE0004461,Phosphoglucomutase-1,Human,no,unknown,unknown,4,DB06773
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB06774
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,2,DB06774
BE0001075,Myeloperoxidase,Human,unknown,unknown,unknown,3,DB06774
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,4,DB06774
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,5,DB06774
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,6,DB06774
BE0000138,Dopamine beta-hydroxylase,Human,unknown,unknown,unknown,7,DB06774
BE0002240,Glutamine synthetase,Human,unknown,unknown,unknown,8,DB06774
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,9,DB06774
BE0000549,"Sterol 26-hydroxylase, mitochondrial",Human,unknown,unknown,unknown,2,DB06777
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB06777
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,4,DB06777
BE0000753,Phenylalanine-4-hydroxylase,Human,unknown,unknown,unknown,3,DB06778
BE0002390,Superoxide dismutase [Cu-Zn],Human,unknown,unknown,unknown,4,DB06778
BE0004909,Monoamine oxidase,Human,unknown,unknown,unknown,5,DB06778
BE0008684,Protein-lysine 6-oxidase,Homo sapiens,unknown,unknown,unknown,6,DB06778
BE0000335,Cytochrome c oxidase subunit 1,Human,unknown,unknown,unknown,7,DB06778
BE0000252,Tyrosinase,Human,unknown,unknown,unknown,8,DB06778
BE0001064,Heparanase,Human,unknown,unknown,unknown,3,DB06779
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB06789
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,3,DB06789
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB06789
BE0004453,"Superoxide dismutase [Mn], mitochondrial",Human,unknown,unknown,unknown,3,DB06796
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,3,DB06800
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB06803
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB06803
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,1,DB06804
BE0000700,"Folylpolyglutamate synthase, mitochondrial",Human,unknown,unknown,unknown,1,DB06813
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,1,DB06817
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB06819
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,2,DB06819
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB06820
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB06820
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,3,DB06820
BE0004687,A disintegrin and metalloproteinase with thrombospondin motifs 4,Human,unknown,unknown,unknown,2,DB06822
BE0001075,Myeloperoxidase,Human,unknown,unknown,unknown,1,DB06823
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB08439
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,4,DB08439
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,NA,DB08502
BE0002240,Glutamine synthetase,Human,unknown,unknown,unknown,1,DB08794
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,2,DB08798
BE0002090,Cytochrome P450 19A1,Human,unknown,unknown,unknown,2,DB08804
BE0002196,Amine oxidase [flavin-containing] B,Human,unknown,unknown,unknown,3,DB08804
BE0002198,Amine oxidase [flavin-containing] A,Human,unknown,unknown,unknown,4,DB08804
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB08811
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08815
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08816
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,4,DB08816
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB08816
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,2,DB08819
BE0002638,Cytochrome P450 3A4,Human,no,weak,unknown,2,DB08820
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,6,DB08820
BE0004694,UDP-glucuronosyltransferase 1-6,Human,unknown,unknown,unknown,1,DB08826
BE0002638,Cytochrome P450 3A4,Human,no,weak,unknown,2,DB08827
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,2,DB08828
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,3,DB08828
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,5,DB08828
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB08828
BE0004760,Cytochrome P450 3A1,Rat,unknown,unknown,unknown,3,DB08834
BE0004761,Cytochrome P450 3A2,Rat,unknown,unknown,unknown,4,DB08834
BE0004762,Cytochrome P450 2A1,Rat,unknown,unknown,unknown,5,DB08834
BE0004763,Cytochrome P450 2A2,Rat,unknown,unknown,unknown,6,DB08834
BE0004764,Cytochrome P450 2B1,Rat,unknown,unknown,unknown,7,DB08834
BE0004765,Cytochrome P450 2B2,Rat,unknown,unknown,unknown,8,DB08834
BE0004766,Cytochrome P450 2B9,Mouse,unknown,unknown,unknown,9,DB08834
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,3,DB08846
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,4,DB08846
BE0003679,UDP-glucuronosyltransferase 2B7,Human,unknown,unknown,unknown,3,DB08860
BE0003677,UDP-glucuronosyltransferase 1-3,Human,unknown,unknown,unknown,4,DB08860
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB08860
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB08860
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB08864
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,4,DB08864
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,5,DB08864
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,6,DB08864
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,1,DB08865
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB08865
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,6,DB08865
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,4,DB08867
BE0002433,Cytochrome P450 1A2,Human,no,unknown,unknown,5,DB08867
BE0004727,Leukotriene-B(4) omega-hydroxylase 1,Human,unknown,unknown,unknown,1,DB08868
BE0004728,Sphingosine kinase 1,Human,unknown,unknown,unknown,3,DB08868
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB08868
BE0003533,Cytochrome P450 2E1,Human,unknown,unknown,unknown,5,DB08868
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB08868
BE0004729,Cytochrome P450 4F12,Human,unknown,unknown,unknown,7,DB08868
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB08870
BE0002638,Cytochrome P450 3A4,Human,unknown,strong,unknown,1,DB08873
BE0002362,Cytochrome P450 3A5,Human,unknown,strong,unknown,2,DB08873
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB08875
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,2,DB08875
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB08877
BE0000330,Dihydrofolate reductase,Human,unknown,unknown,unknown,2,DB08878
BE0002887,Cytochrome P450 2C8,Human,unknown,moderate,unknown,3,DB08880
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB08881
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB08881
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,5,DB08881
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB08882
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB08883
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,3,DB08883
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08893
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,2,DB08893
BE0002180,Cholinesterase,Human,unknown,unknown,unknown,7,DB08893
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB08895
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,2,DB08895
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB08896
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,20,DB08896
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,21,DB08896
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,22,DB08896
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,23,DB08896
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,24,DB08896
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,27,DB08896
BE0002180,Cholinesterase,Human,yes,unknown,unknown,6,DB08897
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB08899
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,strong,3,DB08899
BE0002793,Cytochrome P450 2C9,Human,unknown,unknown,unknown,5,DB08899
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,6,DB08899
BE0003549,Cytochrome P450 2B6,Human,unknown,unknown,unknown,7,DB08899
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,8,DB08899
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,9,DB08899
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,7,DB08901
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,8,DB08901
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,9,DB08901
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,10,DB08901
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08903
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08906
BE0003538,UDP-glucuronosyltransferase 1-9,Human,unknown,unknown,unknown,1,DB08907
BE0003681,UDP-glucuronosyltransferase 2B4,Human,unknown,unknown,unknown,2,DB08907
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,3,DB08907
BE0000683,Pancreatic triacylglycerol lipase,Human,no,unknown,unknown,1,DB08909
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,weak,2,DB08909
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,3,DB08909
BE0002363,Cytochrome P450 2D6,Human,unknown,strong,unknown,4,DB08909
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,1,DB08910
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB08910
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,1,DB08911
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB08911
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,moderate,1,DB08912
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB08912
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB08918
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,2,DB08918
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB08918
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,4,DB08918
BE0003683,Cytochrome P450 2J2,Human,unknown,unknown,unknown,5,DB08918
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB08922
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,5,DB08922
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,6,DB08922
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,7,DB08922
BE0003541,UDP-glucuronosyltransferase 1-1,Human,unknown,unknown,unknown,1,DB08930
BE0004866,CYP3A,Human,unknown,unknown,unknown,2,DB08930
BE0003677,UDP-glucuronosyltransferase 1-3,Human,no,unknown,unknown,6,DB08930
BE0003538,UDP-glucuronosyltransferase 1-9,Human,no,unknown,unknown,7,DB08930
BE0003543,Cytochrome P450 1A1,Human,yes,unknown,unknown,5,DB08931
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,6,DB08931
BE0002887,Cytochrome P450 2C8,Human,unknown,unknown,unknown,7,DB08931
BE0003683,Cytochrome P450 2J2,Human,unknown,unknown,unknown,8,DB08931
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,1,DB08932
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,2,DB08932
BE0002638,Cytochrome P450 3A4,Human,no,moderate,unknown,2,DB08933
BE0003536,Cytochrome P450 2C19,Human,no,moderate,unknown,3,DB08933
BE0008657,Lysosomal protective protein,,unknown,unknown,unknown,1,DB08934
BE0004740,Carboxylesterase,Human,no,unknown,unknown,2,DB08934
BE0001473,Histidine triad nucleotide-binding protein 1,Human,unknown,unknown,unknown,3,DB08934
BE0000637,UMP-CMP kinase,Human,unknown,unknown,unknown,4,DB08934
BE0003106,Nucleoside diphosphate kinase A,Human,unknown,unknown,unknown,5,DB08934
BE0003841,"ATP synthase subunit beta, mitochondrial",Human,yes,unknown,unknown,2,DB08949
BE0008719,Diacylglycerol O-acyltransferase 2,Human,yes,unknown,unknown,5,DB08949
BE0002638,Cytochrome P450 3A4,Human,no,unknown,unknown,2,DB09026
BE0002181,Phospholipase D1,Human,unknown,unknown,unknown,1,DB09031
BE0002363,Cytochrome P450 2D6,Human,unknown,moderate,unknown,1,DB09039
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,2,DB09039
BE0003550,Cytochrome P450 3A43,Human,yes,unknown,unknown,1,DB09048
BE0002793,Cytochrome P450 2C9,Human,yes,unknown,unknown,2,DB09048
BE0002363,Cytochrome P450 2D6,Human,yes,unknown,unknown,3,DB09048
BE0002638,Cytochrome P450 3A4,Human,unknown,moderate,unknown,4,DB09048
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09049
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,2,DB09049
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,3,DB09049
BE0000883,N-acetylgalactosamine-6-sulfatase,Human,yes,unknown,unknown,1,DB09051
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,1,DB09053
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,2,DB09053
BE0002363,Cytochrome P450 2D6,Human,no,unknown,unknown,5,DB09053
BE0003539,Aldehyde oxidase,Human,no,unknown,unknown,4,DB09054
BE0008635,UDP-glucuronosyltransferase 1A4,Human,no,unknown,unknown,5,DB09054
BE0008629,UDP-glucuronosyltransferase 1A1,Human,no,unknown,unknown,6,DB09054
BE0002887,Cytochrome P450 2C8,Human,no,unknown,unknown,7,DB09054
BE0003536,Cytochrome P450 2C19,Human,no,unknown,unknown,8,DB09054
BE0003549,Cytochrome P450 2B6,Human,no,unknown,unknown,9,DB09054
BE0002638,Cytochrome P450 3A4,Human,no,strong,unknown,10,DB09054
BE0002362,Cytochrome P450 3A5,Human,no,unknown,unknown,13,DB09054
BE0003550,Cytochrome P450 3A43,Human,no,unknown,unknown,14,DB09054
BE0003612,Cytochrome P450 3A7,Human,no,unknown,unknown,15,DB09054
BE0002793,Cytochrome P450 2C9,Human,no,unknown,unknown,1,DB09061
BE0003536,Cytochrome P450 2C19,Human,unknown,unknown,unknown,2,DB09061
BE0002363,Cytochrome P450 2D6,Human,unknown,unknown,unknown,3,DB09061
BE0002638,Cytochrome P450 3A4,Human,unknown,unknown,unknown,4,DB09061
BE0002362,Cytochrome P450 3A5,Human,unknown,unknown,unknown,19,DB09061
BE0000069,"Acetyl-CoA acetyltransferase, mitochondrial",Human,unknown,unknown,unknown,20,DB09061
BE0009154,Arylalkylamine N-acetyltransferase,Human,unknown,unknown,unknown,21,DB09061
BE0001207,Catalase,Human,unknown,unknown,unknown,22,DB09061
BE0000017,Prostaglandin G/H synthase 1,Human,unknown,unknown,unknown,23,DB09061
BE0000262,Prostaglandin G/H synthase 2,Human,unknown,unknown,unknown,24,DB09061
BE0003612,Cytochrome P450 3A7,Human,unknown,unknown,unknown,25,DB09061
BE0003543,Cytochrome P450 1A1,Human,unknown,unknown,unknown,26,DB09061
BE0002433,Cytochrome P450 1A2,Human,unknown,unknown,unknown,27,DB09061
BE0001111,Cytochrome P450 1B1,Human,unknown,unknown,unknown,28,DB09061
BE0009155,Sn1-specific diacylglycerol lipase alpha,Human,unknown,unknown,unknown,29,DB09061
BE0002194,Fatty-acid amide hydrolase 1,Human,unknown,unknown,unknown,30,DB09061
BE0000648,"Glutathione reductase, mitochondrial",Human,unknown,unknown,unknown,31,DB09061
BE0000816,Glutathione peroxidase 1,Human,unknown,unknown,unknown,32,DB09061
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Human,unknown,unknown,unknown,33,DB09061
