sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
3,DBMET01228,Donepezil metabolite M9,DBMET01232,Donepezil metabolite M13,DB00843
3,DBMET01228,Donepezil metabolite M9,DBMET01233,Donepezil metabolite M14,DB00843
1,DB00845,Clofazimine,DBMET00816,clofazimine glucuronide,DB00845
1,DB00849,Methylphenobarbital,DBMET00285,Phenobarbital,DB00849
1,DB00850,Perphenazine,DBMET01720,N-Dealkylated perphenazine,DB00850
1,DB00850,Perphenazine,DBMET01721,Perphenazine sulfoxide,DB00850
1,DB00857,Terbinafine,DBMET01203,Terbinafine dihydrodiol derivative (1),DB00857
1,DB00857,Terbinafine,DBMET00068,Hydroxyterbinafine,DB00857
1,DB00857,Terbinafine,DBMET01204,Terbinafine dihydrodiol derivative (2),DB00857
1,DB00857,Terbinafine,DBMET00069,N-Desmethylterbinafine,DB00857
1,DB00857,Terbinafine,DBMET00070,1-Naphtaldehyde,DB00857
1,DB00857,Terbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),DB00857
1,DB00857,Terbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),DB00857
2,DBMET00068,Hydroxyterbinafine,DBMET01178,Carboxyterbinafine,DB00857
2,DBMET00068,Hydroxyterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01179,N-Desmethylhydroxyterbinafine,DB00857
2,DBMET00070,1-Naphtaldehyde,DBMET01180,1-Naphthoic acid,DB00857
2,DBMET00070,1-Naphtaldehyde,DBMET01181,1-Nahthalenethanol,DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01205,N-Desmethylterbinafine dihydrodiol derivative (1),DB00857
2,DBMET00069,N-Desmethylterbinafine,DBMET01206,N-Desmethylterbinafine dihydrodiol derivative (2),DB00857
1,DB00863,Ranitidine,DBMET01735,Desmethylranitidine,DB00863
1,DB00864,Tacrolimus,DBMET00390,31-O-Demethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET01667,13-O-Desmethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET01668,15-O-Desmethyltacrolimus,DB00864
1,DB00864,Tacrolimus,DBMET00670,13-demethyl tacrolimus,DB00864
1,DB00865,Benzphetamine,DBMET00621,Amphetamine,DB00865
1,DB00865,Benzphetamine,DBMET00634,Methamphetamine,DB00865
1,DB00866,Alprenolol,DBMET00740,4-hydroxy-alprenolol,DB00866
1,DB00870,Suprofen,DBMET00162,Suprofen S-oxide,DB00870
1,DB00870,Suprofen,DBMET00163,"Thiophene-4,5-epoxide",DB00870
1,DB00870,Suprofen,DBMET00164,Suprofen glucuronide,DB00870
1,DB00874,Guaifenesin,DBMET00802,beta-(2-methoxyphenoxy)-lactic acid,DB00874
1,DB00877,Sirolimus,DBMET01748,39-O-Desmethylsirolimus,DB00877
1,DB00877,Sirolimus,DBMET01749,16-O-Desmethylsirolimus,DB00877
1,DB00877,Sirolimus,DBMET01750,12-OH-sirolimus,DB00877
1,DB00877,Sirolimus,DBMET01751,11-OH-sirolimus,DB00877
1,DB00877,Sirolimus,DBMET01752,25-OH-sirolimus,DB00877
1,DB00877,Sirolimus,DBMET01753,24-OH-sirolimus,DB00877
1,DB00877,Sirolimus,DBMET01754,46-OH-sirolimus,DB00877
1,DB00877,Sirolimus,DBMET00389,41-O-demethylrapamycin,DB00877
1,DB00881,Quinapril,DBMET01141,Quinaprilat,DB00881
1,DB00889,Granisetron,DBMET00406,9'-desmethylgranisetron,DB00889
1,DB00889,Granisetron,DBMET00407,7-hydroxygranisetron,DB00889
1,DB00897,Triazolam,DBMET00395,4-hydroxytriazolam,DB00897
1,DB00897,Triazolam,DBMET00396,1'-hydroxytriazolam,DB00897
1,DB00898,Ethanol,DBMET00328,acetaldehyde,DB00898
1,DB00898,Ethanol,DBMET00585,Ethyl glucuronide,DB00898
1,DB00900,Didanosine,DBMET00498,Uric acid,DB00900
1,DB00900,Didanosine,DBMET00499,Xanthine,DB00900
1,DB00900,Didanosine,DBMET00689,"2,3-dideoxyadenosine-5-triphosphate",DB00900
1,DB00900,Didanosine,DBMET00493,Hypoxanthine,DB00900
1,DB00904,Ondansetron,DBMET01834,6-OH-ondansetron,DB00904
1,DB00904,Ondansetron,DBMET01835,7-OH-ondansetron,DB00904
1,DB00904,Ondansetron,DBMET01836,8-OH-ondansetron,DB00904
1,DB00906,Tiagabine,DBMET00393,Unknown,DB00906
1,DB00907,Cocaine,DBMET00358,norcocaine,DB00907
1,DB00907,Cocaine,DBMET00644,Benzoylecgonine,DB00907
1,DB00907,Cocaine,DBMET00645,Cocaethylene,DB00907
1,DB00908,Quinidine,DBMET01731,Quinidine-N-oxide,DB00908
1,DB00908,Quinidine,DBMET00382,3-Hydroxyquinidine,DB00908
1,DB00909,Zonisamide,DBMET00401,2-sulfamoylacetylphenol,DB00909
1,DB00909,Zonisamide,DBMET00923,N-acetyl zonisamide,DB00909
1,DB00912,Repaglinide,DBMET00294,hydroxyrepaglinide,DB00912
1,DB00912,Repaglinide,DBMET00338,repaglinide aromatic amine,DB00912
1,DB00918,Almotriptan,DBMET01581,2-OH-almotriptan,DB00918
1,DB00918,Almotriptan,DBMET00347,N-desmethylalmotriptan,DB00918
1,DB00918,Almotriptan,DBMET00469,2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}acetic acid,DB00918
1,DB00918,Almotriptan,DBMET00472,2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethan-1-ol,DB00918
1,DB00918,Almotriptan,DBMET00473,1-[({3-[2-(dimethylamino)ethyl]-1H-indol-5-yl}methane)sulfonyl]pyrrolidin-2-ol,DB00918
1,DB00920,Ketotifen,DBMET00894,Ketotifen-N-glucuronide,DB00920
1,DB00920,Ketotifen,DBMET00930,10-alpha-hydroxyl Ketotifen,DB00920
1,DB00920,Ketotifen,DBMET00961,Nor-ketotifen,DB00920
1,DB00921,Buprenorphine,DBMET00174,Norbuprenorphine,DB00921
1,DB00921,Buprenorphine,DBMET00175,Hydroxybuprenorphine,DB00921
1,DB00921,Buprenorphine,DBMET00176,Buprenorphine glucuronide,DB00921
2,DBMET00174,Norbuprenorphine,DBMET01295,Hydroxynorbuprenorphine,DB00921
2,DBMET00175,Hydroxybuprenorphine,DBMET01295,Hydroxynorbuprenorphine,DB00921
1,DB00922,Levosimendan,DBMET00973,OR-1855,DB00922
1,DB00922,Levosimendan,DBMET00974,OR-1896,DB00922
1,DB00924,Cyclobenzaprine,DBMET00245,desmethylcyclobenzaprine,DB00924
1,DB00934,Maprotiline,DBMET00318,demethylmaprotiline,DB00934
1,DB00934,Maprotiline,DBMET01700,3-OH-maprotiline,DB00934
1,DB00934,Maprotiline,DBMET01701,2-OH-maprotiline,DB00934
1,DB00938,Salmeterol,DBMET00386,alpha-hydroxysalmeterol,DB00938
1,DB00945,Acetylsalicylic acid,DBMET00578,1-Salicylate glucuronide,DB00945
1,DB00946,Phenprocoumon,DBMET00039,4'-Hydroxy-R-phenprocoumon,DB00946
1,DB00946,Phenprocoumon,DBMET00040,6-Hydroxy-R-phenprocoumon,DB00946
1,DB00946,Phenprocoumon,DBMET00041,8-Hydroxy-R-phenprocoumon,DB00946
1,DB00946,Phenprocoumon,DBMET00042,7-Hydroxy-R-phenprocoumon,DB00946
1,DB00949,Felbamate,DBMET00282,"2-Phenyl-1,3-propanediol monocarbamate",DB00949
1,DB00949,Felbamate,DBMET01092,p-Hydroxyfelbamate,DB00949
1,DB00949,Felbamate,DBMET01093,2-Hydroxyfelbamate,DB00949
2,DBMET00282,"2-Phenyl-1,3-propanediol monocarbamate",DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DB00949
3,DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01095,Atropaldehyde,DB00949
3,DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01096,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",DB00949
3,DBMET01094,3-Carbamoyl-2-phenylpropionaldehyde,DBMET01097,3-Carbamoyl-2-phenylpropionic acid,DB00949
4,DBMET01096,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",DBMET01098,"5-Phenyl-1,3-oxazinane-2,4-dione",DB00949
5,DBMET01098,"5-Phenyl-1,3-oxazinane-2,4-dione",DBMET01097,3-Carbamoyl-2-phenylpropionic acid,DB00949
1,DB00953,Rizatriptan,DBMET00948,N-monodesmethyl-rizatriptan,DB00953
1,DB00956,Hydrocodone,DBMET00317,hydromorphone,DB00956
1,DB00956,Hydrocodone,DBMET00420,norhydrocodone,DB00956
1,DB00962,Zaleplon,DBMET00399,desethylzaleplon,DB00962
1,DB00968,Methyldopa,DBMET00784,a-methyldopa mono-0-sulfate,DB00968
1,DB00968,Methyldopa,DBMET00785,a-methyldopamine,DB00968
1,DB00968,Methyldopa,DBMET00703,3-O-methyl-a-methyldopa,DB00968
1,DB00968,Methyldopa,DBMET00704,3-O-methyl-a-methyldopamine,DB00968
1,DB00972,Azelastine,DBMET00085,Desmethylazelastine,DB00972
1,DB00972,Azelastine,DBMET01555,"(R)-azelastine, N-desmethyl",DB00972
1,DB00973,Ezetimibe,DBMET02115,Ezetimibe glucuronide,DB00973
1,DB00973,Ezetimibe,DBMET02116,SCH 57871,DB00973
1,DB00973,Ezetimibe,DBMET02118,SCH 488128,DB00973
2,DBMET02116,SCH 57871,DBMET02117,SCH 57871-glucuronide,DB00973
1,DB00977,Ethinyl Estradiol,DBMET01270,2β-OH-17β-ethinylestradiol,DB00977
1,DB00988,Dopamine,DBMET00534,6-Hydroxydopamine,DB00988
1,DB00988,Dopamine,DBMET00565,Dopamine 4-sulfate,DB00988
1,DB00988,Dopamine,DBMET00573,Dopamine 3-O-sulfate,DB00988
1,DB00988,Dopamine,DBMET00587,Dopamine glucuronide,DB00988
1,DB00988,Dopamine,DBMET00614,Dopamine quinone,DB00988
1,DB00993,Azathioprine,DBMET01006,Thio-deoxyguanosine triphosphate,DB00993
1,DB00993,Azathioprine,DBMET01007,Thioguanine diphosphate,DB00993
1,DB00993,Azathioprine,DBMET01008,Thioguanine triphosphate,DB00993
1,DB00993,Azathioprine,DBMET01009,6-thiouric acid,DB00993
1,DB00993,Azathioprine,DBMET01010,6-Thioxanthine 5'-monophosphate,DB00993
1,DB00993,Azathioprine,DBMET00768,6-thioguanylic acid,DB00993
1,DB00993,Azathioprine,DBMET00769,6-thioinosine triphosphate,DB00993
1,DB00993,Azathioprine,DBMET00770,6-thioinosinic acid,DB00993
1,DB00993,Azathioprine,DBMET00771,6-thioxanthylic acid,DB00993
1,DB00993,Azathioprine,DBMET00780,8-hydroxythioguanine,DB00993
1,DB00993,Azathioprine,DBMET00623,6-Thioguanine,DB00993
1,DB00993,Azathioprine,DBMET00630,6-Mercaptopurine,DB00993
1,DB00993,Azathioprine,DBMET00416,S-methylazathioprine,DB00993
1,DB00997,Doxorubicin,DBMET00846,Doxorubicin-semiquinone,DB00997
1,DB00997,Doxorubicin,DBMET00847,Doxorubicinol deoxaglycone,DB00997
1,DB00997,Doxorubicin,DBMET01078,Doxorubicine hydroxyaglycone,DB00997
1,DB00997,Doxorubicin,DBMET00647,Doxorubicinol,DB00997
2,DBMET01078,Doxorubicine hydroxyaglycone,DBMET01079,Doxirubicinol hydroxyaglycone,DB00997
1,DB00998,Frovatriptan,DBMET00830,desmethyl frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00885,Hydroxylated frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00886,Hydroxylated N-acetyl desmethyl frovatriptan,DB00998
1,DB00998,Frovatriptan,DBMET00921,N-acetyl desmethyl frovatriptan,DB00998
1,DB01001,Salbutamol,DBMET01000,Salbutamol 4-O-sulfate,DB01001
1,DB01006,Letrozole,DBMET00376,"4,4'-methanol-bisbenzonitrile",DB01006
1,DB01009,Ketoprofen,DBMET00589,Ketoprofen glucuronide,DB01009
1,DB01011,Metyrapone,DBMET00909,Metyrapol,DB01011
1,DB01012,Cinacalcet,DBMET00510,Hydrocinnamic acid,DB01012
1,DB01012,Cinacalcet,DBMET00869,hydroxy-hydrocinnamic acid,DB01012
1,DB01014,Balsalazide,DBMET00402,5-aminosalicylic acid,DB01014
1,DB01014,Balsalazide,DBMET00725,4-aminobenzoyl-(beta)-alanine,DB01014
1,DB01015,Sulfamethoxazole,DBMET00016,5-Hydroxysulfamethoxazole,DB01015
1,DB01015,Sulfamethoxazole,DBMET00017,N-acetylsulfamethoxazole,DB01015
1,DB01015,Sulfamethoxazole,DBMET00018,Sulfamethoxazole N1-glucuronide,DB01015
1,DB01015,Sulfamethoxazole,DBMET00015,Sulfamethoxazole N4-hydroxylamine,DB01015
2,DBMET00016,5-Hydroxysulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,DB01015
2,DBMET00017,N-acetylsulfamethoxazole,DBMET01048,N4-Acetyl-5-OH-sulfamethoxazole,DB01015
2,DBMET00015,Sulfamethoxazole N4-hydroxylamine,DBMET01049,Nitroso-sulfamethoxazole,DB01015
3,DBMET01049,Nitroso-sulfamethoxazole,DBMET01050,Sulfamethoxazole GSH conjugate,DB01015
1,DB01016,Glyburide,DBMET01802,2-trans-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01803,4-cis-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01804,4-trans-hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01805,3-trans-Hydroxycyclohexyl glyburide,DB01016
1,DB01016,Glyburide,DBMET01806,3-cis-Hydroxycyclohexyl glyburide,DB01016
1,DB01018,Guanfacine,DBMET00456,3-hydroxyguanfacine glucuronide,DB01018
1,DB01023,Felodipine,DBMET00368,dehydrofelodipine,DB01023
1,DB01024,Mycophenolic acid,DBMET00767,6-O-desmethyl-mycophenolic acid,DB01024
1,DB01024,Mycophenolic acid,DBMET00917,Mycophenolic acid-7-O-glucuornide,DB01024
1,DB01024,Mycophenolic acid,DBMET00662,Mycophenolic acid-acyl glucuronide,DB01024
1,DB01029,Irbesartan,DBMET00008,SR 49498,DB01029
1,DB01029,Irbesartan,DBMET00302,Irbesartan derivative M4,DB01029
1,DB01029,Irbesartan,DBMET01051,Irbesartan derivative M5,DB01029
1,DB01029,Irbesartan,DBMET01052,Irbesartan derivative M7,DB01029
1,DB01029,Irbesartan,DBMET01053,Irbesartan derivative M3,DB01029
1,DB01029,Irbesartan,DBMET01054,Irbesartan derivative M8,DB01029
2,DBMET00302,Irbesartan derivative M4,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET01052,Irbesartan derivative M7,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET01051,Irbesartan derivative M5,DBMET01055,Irbesartan derivative M1,DB01029
2,DBMET00302,Irbesartan derivative M4,DBMET01057,Irbesartan derivative M6,DB01029
3,DBMET01055,Irbesartan derivative M1,DBMET01056,Irbesartan derivative M2,DB01029
3,DBMET01057,Irbesartan derivative M6,DBMET01056,Irbesartan derivative M2,DB01029
1,DB01033,Mercaptopurine,DBMET00657,6-Thioinosine 5'-monophosphate,DB01033
1,DB01033,Mercaptopurine,DBMET00780,8-hydroxythioguanine,DB01033
1,DB01033,Mercaptopurine,DBMET01161,Thiouric acid,DB01033
1,DB01033,Mercaptopurine,DBMET01162,Methylmercaptopurine,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01151,Thioxanthine monophosphate,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01158,Methyl-thioinosine 5'-monophospate,DB01033
2,DBMET00657,6-Thioinosine 5'-monophosphate,DBMET01159,6-Mercaptopurine riboside,DB01033
3,DBMET01151,Thioxanthine monophosphate,DBMET01152,Thioguanosine monophosphate,DB01033
3,DBMET01159,6-Mercaptopurine riboside,DBMET01160,6-Methylmercaptopurine-riboside,DB01033
4,DBMET01152,Thioguanosine monophosphate,DBMET01153,Methyl-thioguanosine monophosphate,DB01033
4,DBMET01152,Thioguanosine monophosphate,DBMET01154,Thioguanosine diphosphate,DB01033
4,DBMET01160,6-Methylmercaptopurine-riboside,DBMET01158,Methyl-thioinosine 5'-monophospate,DB01033
5,DBMET01154,Thioguanosine diphosphate,DBMET01155,Thioguanosine triphosphate,DB01033
5,DBMET01154,Thioguanosine diphosphate,DBMET01156,Thiodeoxyguanosine diphosphate,DB01033
6,DBMET01156,Thiodeoxyguanosine diphosphate,DBMET01157,Thiodeoxyguanosine triphosphate,DB01033
1,DB01035,Procainamide,DBMET00322,N-Acetyl-3-hydroxyprocainamide,DB01035
1,DB01036,Tolterodine,DBMET00142,N-Dealkylated tolterodine,DB01036
1,DB01036,Tolterodine,DBMET00143,5-Hydroxymethyl tolterodine,DB01036
2,DBMET00142,N-Dealkylated tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,DB01036
2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01256,N-Dealkylated 5-hydroxymethyl tolterodine,DB01036
2,DBMET00143,5-Hydroxymethyl tolterodine,DBMET01257,5-Carboxylic acid tolterodine,DB01036
1,DB01037,Selegiline,DBMET01743,Desmethylselegiline,DB01037
1,DB01037,Selegiline,DB09571,Levmetamfetamine,DB01037
1,DB01041,Thalidomide,DBMET00033,"cis, trans-5'-Hydroxythalidomide",DB01041
1,DB01041,Thalidomide,DBMET00034,5-Hydroxythalidomide,DB01041
1,DB01041,Thalidomide,DBMET00035,Thalidomide arene oxide,DB01041
1,DB01041,Thalidomide,DBMET01115,4-phthalimidoglutaramic acid,DB01041
1,DB01041,Thalidomide,DBMET01116,2-phthalimidoglutaramic acid,DB01041
1,DB01041,Thalidomide,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DB01041
1,DB01041,Thalidomide,DBMET01544,"cis, trans-5'-OH-thalidomide",DB01041
1,DB01041,Thalidomide,DBMET01545,5-OH-thalidomide,DB01041
1,DB01041,Thalidomide,DBMET01546,(-)-thalidomide arene oxide,DB01041
2,DBMET00035,Thalidomide arene oxide,DBMET00034,5-Hydroxythalidomide,DB01041
2,DBMET00034,5-Hydroxythalidomide,DBMET01114,"5,6-dihydroxythalidomide",DB01041
2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,DB01041
2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01117,2-phthalimidoglutaric acid,DB01041
2,DBMET01115,4-phthalimidoglutaramic acid,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DB01041
2,DBMET01116,2-phthalimidoglutaramic acid,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB01041
2,DBMET01118,alpha-(o-carboxybenzamido)glutarimide,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DB01041
3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
3,DBMET01119,4-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
3,DBMET01120,2-(o-carboxybenzamido)glutaramic acid,DBMET01121,2-(o-carboxybenzamido)glutaric acid,DB01041
1,DB01043,Memantine,DBMET00666,1-amino-3-hydroxymethyl-5-methyl-adamantane,DB01043
1,DB01043,Memantine,DBMET00705,"3-amino-1-hydroxy-5,7-dimethyl-adamantane",DB01043
1,DB01044,Gatifloxacin,DBMET00638,Ethylenediamine,DB01044
1,DB01044,Gatifloxacin,DBMET00908,Methylethylenediamine,DB01044
1,DB01050,Ibuprofen,DBMET00153,Ibuprofen glucuronide,DB01050
1,DB01050,Ibuprofen,DBMET00154,2-Hydroxyibuprofen,DB01050
1,DB01050,Ibuprofen,DBMET00155,3-Hydroxyibuprofen,DB01050
1,DB01050,Ibuprofen,DBMET00668,1-hydroxyibuprofen,DB01050
2,DBMET00155,3-Hydroxyibuprofen,DBMET00808,Carboxy-ibuprofen,DB01050
1,DB01053,Benzylpenicillin,DBMET00758,6-aminopenicillanic acid,DB01053
1,DB01053,Benzylpenicillin,DBMET00983,Penicilloic acid,DB01053
1,DB01062,Oxybutynin,DBMET01568,2-cyclohexyl-2-phenylglycolic acid,DB01062
1,DB01062,Oxybutynin,DBMET01569,4-(diethylamino)but-2-yn-1-ol,DB01062
1,DB01062,Oxybutynin,DBMET00381,N-desethyloxybutynin,DB01062
1,DB01065,Melatonin,DBMET00258,6-Hydroxymelatonin,DB01065
1,DB01065,Melatonin,DBMET01359,5-Methoxytryptamine,DB01065
1,DB01065,Melatonin,DBMET00411,N-Acetyl-5-hydroxytryptamine,DB01065
2,DBMET00258,6-Hydroxymelatonin,DBMET00763,6-Hydroxymelatonin sulfate,DB01065
2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00926,N-Acetyl-5-hydroxytryptamine sulfate,DB01065
2,DBMET00411,N-Acetyl-5-hydroxytryptamine,DBMET00925,N-Acetyl-5-hydroxytryptamine glucuronide,DB01065
2,DBMET00258,6-Hydroxymelatonin,DBMET00762,6-Hydroxymelatonin glucuronide,DB01065
2,DBMET01359,5-Methoxytryptamine,DBMET01360,Pinoline,DB01065
2,DBMET01359,5-Methoxytryptamine,DBMET01361,Bufotenine,DB01065
3,DBMET01361,Bufotenine,DBMET01362,"N,N-Dimethyltryptamine",DB01065
1,DB01067,Glipizide,DBMET01821,4-trans-OH-glipizide,DB01067
1,DB01067,Glipizide,DBMET00205,3-cis-Hydroxyglipizide,DB01067
1,DB01067,Glipizide,DBMET00206,4-trans-Hydroxyglipizide,DB01067
1,DB01074,Perhexiline,DBMET00839,cis-Hydroxy Perhexiline,DB01074
1,DB01074,Perhexiline,DBMET00914,Monohydroxyperhexiline,DB01074
1,DB01074,Perhexiline,DBMET01547,trans-hydroxyperhexilline,DB01074
1,DB01075,Diphenhydramine,DBMET00086,N-Desmethyldiphenhydramine,DB01075
1,DB01075,Diphenhydramine,DBMET00087,Diphenhydramine N-glucuronide,DB01075
2,DBMET00086,N-Desmethyldiphenhydramine,DBMET01200,"N,N-Didesmethyldiphenhydramine",DB01075
3,DBMET01200,"N,N-Didesmethyldiphenhydramine",DBMET01201,Diphenylmethoxyacetic acid,DB01075
1,DB01076,Atorvastatin,DBMET00351,para-hydroxyatorvastatin,DB01076
1,DB01076,Atorvastatin,DBMET00352,ortho-hydroxyatorvastatin,DB01076
1,DB01076,Atorvastatin,DBMET01268,Atorvastatin lactone,DB01076
2,DBMET00351,para-hydroxyatorvastatin,DBMET01266,para-hydroxyatorvastatin lactone,DB01076
2,DBMET00352,ortho-hydroxyatorvastatin,DBMET01267,ortho-hydroxyatorvastatin lactone,DB01076
1,DB01084,Emedastine,DBMET00752,5-hydroxyemedastine,DB01084
1,DB01084,Emedastine,DBMET00761,6-hydroxyemedastine,DB01084
1,DB01093,Dimethyl sulfoxide,DBMET00551,Dimethyl sulfide,DB01093
1,DB01093,Dimethyl sulfoxide,DBMET00570,Dimethyl sulfone,DB01093
1,DB01094,Hesperetin,DBMET00253,eriodictyol,DB01094
1,DB01095,Fluvastatin,DBMET01671,6-OH-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET01672,5-OH-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00213,6-Hydroxyfluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00214,N-Deisopropyl-fluvastatin,DB01095
1,DB01095,Fluvastatin,DBMET00215,5-Hydroxyfluvastatin,DB01095
1,DB01097,Leflunomide,DBMET00226,A771726,DB01097
1,DB01098,Rosuvastatin,DBMET01839,N-Desmethylrosuvastatin,DB01098
1,DB01098,Rosuvastatin,DBMET01840,Rosuvastatin 5 S-lactone,DB01098
1,DB01101,Capecitabine,DBMET00656,5’-Deoxy-5-fluorouridine,DB01101
2,DBMET00656,5’-Deoxy-5-fluorouridine,DBMET00449,5-fluorouracil,DB01101
1,DB01102,Arbutamine,DBMET00893,Ketoarbutamine,DB01102
1,DB01102,Arbutamine,DBMET00907,Methoxyarbutamine,DB01102
1,DB01104,Sertraline,DBMET00335,norsertraline,DB01104
1,DB01112,Cefuroxime,DBMET00328,acetaldehyde,DB01112
1,DB01112,Cefuroxime,DBMET00484,Acetic acid,DB01112
1,DB01115,Nifedipine,DBMET00380,dehydronifedipine,DB01115
1,DB01118,Amiodarone,DBMET00012,N-desethylamiodarone,DB01118
1,DB01120,Gliclazide,DBMET01819,7-OH-gliclazide,DB01120
1,DB01120,Gliclazide,DBMET01820,6-OH-gliclazide,DB01120
1,DB01120,Gliclazide,DBMET00202,7-β-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET00203,6-β-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET00204,Methylhydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET01329,7-α-Hydroxygliclazide,DB01120
1,DB01120,Gliclazide,DBMET01330,6-α-Hydroxygliclazide,DB01120
2,DBMET00204,Methylhydroxygliclazide,DBMET01328,Carboxygliclazide,DB01120
1,DB01124,Tolbutamide,DBMET00289,4-Hydroxy tolbutamide,DB01124
1,DB01129,Rabeprazole,DBMET01169,Active Metabolite of Rabeprazole,DB01129
1,DB01131,Proguanil,DBMET00287,cycloguanil,DB01131
1,DB01131,Proguanil,DBMET01778,4-Chlorophenylbiguanide,DB01131
1,DB01132,Pioglitazone,DBMET01300,Pioglitazone metabolite M-I,DB01132
1,DB01132,Pioglitazone,DBMET01301,Pioglitazone metabolite M-II,DB01132
1,DB01132,Pioglitazone,DBMET01304,Pioglitazone metabolite M-VI,DB01132
1,DB01132,Pioglitazone,DBMET01305,Pioglitazone metabolite M-V,DB01132
1,DB01132,Pioglitazone,DBMET01306,Pioglitazone metabolite M-IV,DB01132
2,DBMET01301,Pioglitazone metabolite M-II,DBMET01302,Pioglitazone metabolite M-II metabolite,DB01132
2,DBMET01301,Pioglitazone metabolite M-II,DBMET01303,Pioglitazone metabolite M-XI,DB01132
2,DBMET01305,Pioglitazone metabolite M-V,DBMET01304,Pioglitazone metabolite M-VI,DB01132
2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01307,Pioglitazone metabolite M-III,DB01132
2,DBMET01306,Pioglitazone metabolite M-IV,DBMET01303,Pioglitazone metabolite M-XI,DB01132
1,DB01136,Carvedilol,DBMET00115,8-Hydroxycarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00116,4'-Hydroxycarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00117,5'-Hydroxycarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00118,O-Desmethylcarvedilol,DB01136
1,DB01136,Carvedilol,DBMET00119,1-Hydroxycarvedilol,DB01136
1,DB01136,Carvedilol,DBMET01563,5'-OH-carvedilol,DB01136
1,DB01136,Carvedilol,DBMET01564,8-OH-carvedilol,DB01136
1,DB01136,Carvedilol,DBMET00745,4'-hydroxyphenyl Carvedilol,DB01136
1,DB01138,Sulfinpyrazone,DBMET00218,Sulfinpyrazone sulfide,DB01138
1,DB01138,Sulfinpyrazone,DBMET00219,Sulfinpyrazone sulfone,DB01138
1,DB01139,Cefapirin,DBMET00641,Desacetylcephapirin,DB01139
1,DB01142,Doxepin,DBMET00315,N-desmethyldoxepin,DB01142
1,DB01142,Doxepin,DBMET00844,Doxepin N-oxide,DB01142
1,DB01142,Doxepin,DBMET00873,(E)-2-hydroxydoxepin,DB01142
1,DB01142,Doxepin,DBMET01650,2-OH-doxepin,DB01142
1,DB01142,Doxepin,DBMET00875,(Z)-N-desmethyldoxepin,DB01142
1,DB01142,Doxepin,DBMET00876,(E)-N-desmethyldoxepin,DB01142
1,DB01142,Doxepin,DBMET00877,Doxepin-N-oxide,DB01142
