atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,parent_key
S02AA06,Antiinfectives,S02AA,ANTIINFECTIVES,S02A,OTOLOGICALS,S02,SENSORY ORGANS,S,DB11091
A01AB02,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB11091
A01AA04,Caries prophylactic agents,A01AA,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB11092
A11GB01,"Ascorbic acid (vitamin C), combinations",A11GB,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11G,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11093
A12AA13,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11093
B01AE01,Direct thrombin inhibitors,B01AE,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB11095
A12BA04,Potassium,A12BA,POTASSIUM,A12B,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11098
V08DA05,Ultrasound contrast media,V08DA,ULTRASOUND CONTRAST MEDIA,V08D,CONTRAST MEDIA,V08,VARIOUS,V,DB11104
D09AA11,Medicated dressings with antiinfectives,D09AA,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09,DERMATOLOGICALS,D,DB11105
D08AJ01,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11105
R02AA16,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB11105
B05CB03,Salt solutions,B05CB,IRRIGATING SOLUTIONS,B05C,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB11110
A12CC04,Magnesium,A12CC,OTHER MINERAL SUPPLEMENTS,A12C,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11110
A06AD19,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB11110
A06AB05,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB11113
D01AE54,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB11117
D01AE04,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB11117
D08AE05,Phenol and derivatives,D08AE,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11121
D08AX07,Other antiseptics and disinfectants,D08AX,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11123
D08AJ08,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11125
D08AJ58,Quaternary ammonium compounds,D08AJ,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11125
R02AA09,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB11125
D11AX03,Other dermatologicals,D11AX,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11,DERMATOLOGICALS,D,DB11126
A12AA03,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11126
A12CE02,Selenium,A12CE,OTHER MINERAL SUPPLEMENTS,A12C,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11127
N02AA02,Natural opium alkaloids,N02AA,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB11130
A07DA02,Antipropulsives,A07DA,ANTIPROPULSIVES,A07D,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB11130
R02AA14,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB11145
D08AH03,Quinoline derivatives,D08AH,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11145
G01AC30,Quinoline derivatives,G01AC,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB11145
A01AB07,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB11145
V08BA02,Barium sulfate containing X-ray contrast media,V08BA,"X-RAY CONTRAST MEDIA, NON-IODINATED",V08B,CONTRAST MEDIA,V08,VARIOUS,V,DB11150
P02CC01,Tetrahydropyrimidine derivatives,P02CC,ANTINEMATODAL AGENTS,P02C,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11156
D05AC51,Antracen derivatives,D05AC,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB11157
D05AC01,Antracen derivatives,D05AC,ANTIPSORIATICS FOR TOPICAL USE,D05A,ANTIPSORIATICS,D05,DERMATOLOGICALS,D,DB11157
A07BC01,Other intestinal adsorbents,A07BC,INTESTINAL ADSORBENTS,A07B,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB11158
S01FA05,Anticholinergics,S01FA,MYDRIATICS AND CYCLOPLEGICS,S01F,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB11181
S01JA02,Colouring agents,S01JA,DIAGNOSTIC AGENTS,S01J,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB11182
R05DB05,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB11186
A11HA32,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11190
B03BA04,Vitamin B12 (cyanocobalamin and analogues),B03BA,VITAMIN B12 AND FOLIC ACID,B03B,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB11191
A06AC06,Bulk-forming laxatives,A06AC,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB11228
R01AC06,"Antiallergic agents, excl. corticosteroids",R01AC,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R,DB11235
D04AA01,Antihistamines for topical use,D04AA,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04,DERMATOLOGICALS,D,DB11235
R06AC06,Substituted ethylene diamines,R06AC,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB11235
M09AB52,Enzymes,M09AB,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09A,OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,M09,MUSCULO-SKELETAL SYSTEM,M,DB11237
D03BA01,Proteolytic enzymes,D03BA,ENZYMES,D03B,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,D03,DERMATOLOGICALS,D,DB11237
B06AA07,Enzymes,B06AA,OTHER HEMATOLOGICAL AGENTS,B06A,OTHER HEMATOLOGICAL AGENTS,B06,BLOOD AND BLOOD FORMING ORGANS,B,DB11237
A12CB02,Zinc,A12CB,OTHER MINERAL SUPPLEMENTS,A12C,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11248
A11HA03,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11251
R02AA12,Antiseptics,R02AA,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB11254
P03BX01,Other insecticides and repellents,P03BX,INSECTICIDES AND REPELLENTS,P03B,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11282
B02BD30,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB11300
B02BC06,Local hemostatics,B02BC,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB11300
B01AD12,Enzymes,B01AD,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB11312
A03CB01,Belladonna and derivatives in combination with psycholeptics,A03CB,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB11315
A03BB03,"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",A03BB,"BELLADONNA AND DERIVATIVES, PLAIN",A03B,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB11315
S01FA03,Anticholinergics,S01FA,MYDRIATICS AND CYCLOPLEGICS,S01F,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB11315
S01AX07,Other antiinfectives,S01AX,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB11326
S02AA03,Antiinfectives,S02AA,ANTIINFECTIVES,S02A,OTOLOGICALS,S02,SENSORY ORGANS,S,DB11326
D10AX04,Other anti-acne preparations for topical use,D10AX,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,D10A,ANTI-ACNE PREPARATIONS,D10,DERMATOLOGICALS,D,DB11342
A11GB01,"Ascorbic acid (vitamin C), combinations",A11GB,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11G,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11348
A12AA01,Calcium,A12AA,CALCIUM,A12A,MINERAL SUPPLEMENTS,A12,ALIMENTARY TRACT AND METABOLISM,A,DB11348
B01AC27,Platelet aggregation inhibitors excl. heparin,B01AC,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB11362
L03AX05,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11364
A06AB56,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB11365
A06AB06,Contact laxatives,A06AB,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB11365
L03AX02,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11366
J01DB11,First-generation cephalosporins,J01DB,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11367
D01AE06,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB11368
N01AX05,Other general anesthetics,N01AX,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB11371
A04AD54,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB11386
A04AD04,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB11386
V03AB02,Antidotes,V03AB,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB11490
S01AA15,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB11512
L01XE22,Protein kinase inhibitors,L01XE,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11526
M04AB05,Preparations increasing uric acid excretion,M04AB,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04,MUSCULO-SKELETAL SYSTEM,M,DB11560
D08AA02,Acridine derivatives,D08AA,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11561
A16AB14,Enzymes,A16AB,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16,ALIMENTARY TRACT AND METABOLISM,A,DB11563
M05BX02,Other drugs affecting bone structure and mineralization,M05BX,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB11573
D09AA08,Medicated dressings with antiinfectives,D09AA,MEDICATED DRESSINGS,D09A,MEDICATED DRESSINGS,D09,DERMATOLOGICALS,D,DB11573
V04CH02,Tests for renal function and ureteral injuries,V04CH,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB11577
M03BX55,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB11582
M03BX05,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB11582
N06BX15,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB11584
J05AE15,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11586
D08AK06,Mercurial products,D08AK,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB11590
R06AX29,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB11591
A01AB06,Antiinfectives and antiseptics for local oral treatment,A01AB,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01,ALIMENTARY TRACT AND METABOLISM,A,DB11594
V03AF04,Detoxifying agents for antineoplastic treatment,V03AF,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB11596
V03AF10,Detoxifying agents for antineoplastic treatment,V03AF,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB11596
B01AB02,Heparin group,B01AB,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB11598
J06BB02,Specific immunoglobulins,J06BB,IMMUNOGLOBULINS,J06B,IMMUNE SERA AND IMMUNOGLOBULINS,J06,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11604
B02BD14,Blood coagulation factors,B02BD,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB11606
R05DA06,Opium alkaloids and derivatives,R05DA,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB11609
R06AX28,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB11614
L01DB08,Anthracyclines and related substances,L01DB,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01D,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11616
L01DB04,Anthracyclines and related substances,L01DB,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01D,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11617
L01DB05,Anthracyclines and related substances,L01DB,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,L01D,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11618
G03XA02,Antigonadotropins and similar agents,G03XA,OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03X,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB11619
V08DA03,Ultrasound contrast media,V08DA,ULTRASOUND CONTRAST MEDIA,V08D,CONTRAST MEDIA,V08,VARIOUS,V,DB11625
L03AX11,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11626
L01XD05,Sensitizers used in photodynamic/radiation therapy,L01XD,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11630
M05BC02,Bone morphogenetic proteins,M05BC,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB11631
J02AC05,Triazole derivatives,J02AC,ANTIMYCOTICS FOR SYSTEMIC USE,J02A,ANTIMYCOTICS FOR SYSTEMIC USE,J02,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11633
V03AE06,Drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB11634
A11HA08,Other plain vitamin preparations,A11HA,OTHER PLAIN VITAMIN PREPARATIONS,A11H,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11635
G03FB12,"Progestogens and estrogens, sequential preparations",G03FB,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03F,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB11636
G03AA14,"Progestogens and estrogens, fixed combinations",G03AA,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03A,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB11636
G03DB04,Pregnadien derivatives,G03DB,PROGESTOGENS,G03D,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB11636
J04AK06,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11637
P01BE05,"Artemisinin and derivatives, plain",P01BE,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11638
P01BF05,"Artemisinin and derivatives, combinations",P01BF,ANTIMALARIALS,P01B,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11638
M05BC01,Bone morphogenetic proteins,M05BC,DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,M05B,DRUGS FOR TREATMENT OF BONE DISEASES,M05,MUSCULO-SKELETAL SYSTEM,M,DB11639
N07XX05,Other nervous system drugs,N07XX,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB11640
L01CA05,Vinca alkaloids and analogues,L01CA,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11641
N07XX11,Other nervous system drugs,N07XX,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB11642
N07XX08,Other nervous system drugs,N07XX,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB11644
L01AB02,Alkyl sulfonates,L01AB,ALKYLATING AGENTS,L01A,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11678
A07XA04,Other antidiarrheals,A07XA,OTHER ANTIDIARRHEALS,A07X,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07,ALIMENTARY TRACT AND METABOLISM,A,DB11696
A04AA03,Serotonin (5HT3) antagonists,A04AA,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB11699
V08AB10,"Watersoluble, nephrotropic, low osmolar X-ray contrast media",V08AB,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB11705
V04CE01,Tests for liver functional capacity,V04CE,OTHER DIAGNOSTIC AGENTS,V04C,DIAGNOSTIC AGENTS,V04,VARIOUS,V,DB11735
V08DA02,Ultrasound contrast media,V08DA,ULTRASOUND CONTRAST MEDIA,V08D,CONTRAST MEDIA,V08,VARIOUS,V,DB11735
C02AC06,Imidazoline receptor agonists,C02AC,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB11738
R06AX22,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB11742
A11DA03,"Vitamin B1, plain",A11DA,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11D,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB11748
D07CD01,"Corticosteroids, very potent, combinations with antibiotics",D07CD,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07C,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D,DB11750
D07AD01,"Corticosteroids, very potent (group IV)",D07AD,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D,DB11750
C07AB13,"Beta blocking agents, selective",C07AB,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB11770
J01MA18,Fluoroquinolones,J01MA,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11774
L04AC12,Interleukin inhibitors,L04AC,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11776
C09AA16,"ACE inhibitors, plain",C09AA,"ACE INHIBITORS, PLAIN",C09A,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09,CARDIOVASCULAR SYSTEM,C,DB11783
L01XE34,Protein kinase inhibitors,L01XE,OTHER ANTINEOPLASTIC AGENTS,L01X,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB11800
J05AE13,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11808
P01CC01,Nitrofuran derivatives,P01CC,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01C,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB11820
N01AX14,Other general anesthetics,N01AX,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB11823
B05XB02,Amino acids,B05XB,I.V. SOLUTION ADDITIVES,B05X,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05,BLOOD AND BLOOD FORMING ORGANS,B,DB11876
J01MA17,Fluoroquinolones,J01MA,QUINOLONE ANTIBACTERIALS,J01M,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11892
H02AB13,Glucocorticoids,H02AB,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02A,CORTICOSTEROIDS FOR SYSTEMIC USE,H02,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB11921
J01DC14,Second-generation cephalosporins,J01DC,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB11935
