form,route,strength,parent_key
Liquid,Topical,13 %,DB11105
"Aerosol, foam",Topical,.0013 g/g,DB11105
Gel,Topical,.0013 g/g,DB11105
Spray,Topical,.0013 g/g,DB11105
Gel,Topical,0.1 %,DB11105
Cloth,Topical,3.48 g/34.8g,DB11105
Solution,Topical,.001 g/g,DB11105
Film,Topical,.115 g/1001,DB11105
Pill,Vaginal,.003 g/1,DB11105
Douche,Vaginal,1 mg/mL,DB11105
Liquid,Topical,1200 ug/mL,DB11105
Liquid,Topical,1.3 mg/g,DB11105
Lotion,Topical,0.1 %,DB11105
"Aerosol, foam",Topical,.27 mL/207mL,DB11105
Gel,Topical,.13 g/mL,DB11105
Liquid,Topical,.0039 mg/mL,DB11105
Liquid,Topical,1 mg/L,DB11105
Liquid,Topical,7.49 g/L,DB11105
Lotion,Topical,1.3 g/1000g,DB11105
Solution,Topical,1.3 g/mL,DB11105
Spray,Topical,.0294 g/30mL,DB11105
Liquid,Topical,.13 kg/100kg,DB11105
Liquid,Topical,.999 mg/mL,DB11105
Liquid,Topical,1.3091 mg/mL,DB11105
Soap,Topical,1.3 mg/mL,DB11105
Liquid,Topical,.222 g/222mL,DB11105
Cloth,Topical,1.3 g/mL,DB11105
Spray,Topical,0.13 mg,DB11105
Spray,Topical,0.13 %,DB11105
Solution,Topical,,DB11105
Liquid,Topical,1.0 %,DB11105
Spray,Topical,0.15 %,DB11105
Gel,Topical,1 mg/100mg,DB11105
Liquid,Topical,,DB11105
Liquid,Topical,.13 L/100L,DB11105
Cream,Topical,1.3 mg/g,DB11105
"Aerosol, foam",Topical,1 mg/mL,DB11105
Liquid,Topical,.0013 g/mL,DB11105
Liquid,Topical,130 mg/100mL,DB11105
Soap,Topical,2.5 mg/L,DB11105
Soap,Topical,.0026 mg/100mL,DB11105
Gel,Topical,.095 mg/100mL,DB11105
Liquid,Topical,.13 mL/100mL,DB11105
Solution,Topical,1.2 mg/mL,DB11105
Liquid,Topical,.13 %,DB11105
Liquid; swab,Topical,0.11 %,DB11105
Liquid,Topical,.13 g/mL,DB11105
Liquid,Topical,.5 mg/100mL,DB11105
Liquid,Topical,.7 mg/100mL,DB11105
Solution,Topical,1.3 g/L,DB11105
Solution,Topical,1 mg/1000mL,DB11105
Solution,Topical,.013 mg/L,DB11105
Solution,Topical,1.3 mg/1000mL,DB11105
Soap,Topical,1.3 g/L,DB11105
Soap,Topical,1 g/L,DB11105
Spray,Topical,.0013 mL/mL,DB11105
Cloth,Topical,0.13 %,DB11105
Soap,Topical,.13 g/100g,DB11105
Cloth,Topical,.1 g/1,DB11105
Liquid,Topical,0.10 %,DB11105
Solution,Topical,.1 g/100mL,DB11105
Soap,Topical,.1 mg/mL,DB11105
Solution,Topical,1.3 mg/mL,DB11105
Liquid,Topical,1.3 mg/1.7mL,DB11105
Soap,Topical,,DB11105
Liquid,Topical,3 mg/100mL,DB11105
Shampoo,Topical,,DB11105
Aerosol,Topical,,DB11105
Liquid,Topical,.13 mg/100mg,DB11105
Cloth,Topical,.12 mg/100mL,DB11105
Cloth,Topical,.133 g/1,DB11105
Lotion,Topical,.596 g/298g,DB11105
Patch,Topical,.12 mg/100mg,DB11105
Cream,Topical,.13 g/100g,DB11105
Solution,Topical,0.10 %,DB11105
Liquid,Topical,1 mg/13mL,DB11105
Lotion,Topical,.1 g/100g,DB11105
Soap,Topical,1.3 g/mL,DB11105
Lotion,Topical,.1 mL/100mL,DB11105
Lotion,Topical,.13 mg/mL,DB11105
Liquid,Ophthalmic,,DB11105
Gel,Topical,1 g/22mL,DB11105
Gel,Topical,.1 g/100g,DB11105
"Aerosol, spray",Topical,1.3 mg/mL,DB11105
Tablet,Vaginal,,DB11105
Soap,Topical,.1 g/100g,DB11105
Cloth,Topical,.115 g/1,DB11105
Cloth,Topical,0.1 %,DB11105
Solution,Topical,0.1 %,DB11105
Kit,Ophthalmic; Respiratory (inhalation); Topical,,DB11105
Swab,Topical,.0021 mL/1.4mL,DB11105
Patch,Topical,1.33 mg/g,DB11105
Solution,Topical,.004 mL/1,DB11105
Gel,Topical,.13 g/100g,DB11105
Liquid,Topical,2.6 g/L,DB11105
Solution,Topical,1 g/1000mL,DB11105
Gel,Topical,,DB11105
Gel,Dental; Topical,,DB11105
Gel,Topical,1 g/30mL,DB11105
Solution,Cutaneous,1.3 mg/mL,DB11105
Solution,Cutaneous,2.6 mg/2mL,DB11105
Cloth,Topical,.13 mL/mL,DB11105
Liquid,Topical,.0002218 mg/221.8mL,DB11105
Cloth,Topical,.0155 g/1,DB11105
Soap,Topical,.12 mL/100mL,DB11105
Solution,Topical,1.33 mg,DB11105
Liquid,Topical,28.39 mg/100mL,DB11105
Liquid,Topical,12 mL/100mL,DB11105
Cloth,Topical,.13 g/100g,DB11105
Spray,Topical,.13 mL/100mL,DB11105
"Aerosol, foam",Topical,1.3 mg/mL,DB11105
Liquid,Topical,1.3 g/mL,DB11105
Liquid,Topical,1.33 mg/mL,DB11105
Solution,Topical,1 mg/mL,DB11105
Liquid,Topical,.0013 mg/mL,DB11105
Liquid,Topical,.00013 1/1,DB11105
Swab,Topical,.0013 1/1,DB11105
Liquid,Topical,.00115 1/1,DB11105
Liquid,Topical,.0013 mL/mL,DB11105
Spray,Topical,10 mg/100mL,DB11105
Cloth,,,DB11105
Swab,Topical,.00186 mL/1.4mL,DB11105
Soap,Topical,.0013 g/mL,DB11105
Cloth,Topical,0.12 %,DB11105
Cloth,Topical,.12 g/100g,DB11105
Soap,Topical,.13 g/L,DB11105
Solution,Topical,120 mg/100mL,DB11105
Gel,Topical,170 mg/89mL,DB11105
"Gel, dentifrice",Oral,,DB11105
Swab,Topical,.12 g/100g,DB11105
Liquid,Topical,4.918 g/100mL,DB11105
Liquid,Cutaneous,1.3 mg/mL,DB11105
Gel,Cutaneous,1.3 mg/mL,DB11105
Liquid,Topical,.12 mg/100mL,DB11105
Cloth,Topical,.13 mg/mL,DB11105
Cloth,Cutaneous,1 mg/1,DB11105
Cloth,Topical,.24 mg/mL,DB11105
Cloth,Topical,0.15 %,DB11105
Soap,Topical,1 mg/mL,DB11105
Swab,Topical,.26 g/100g,DB11105
Liquid,Topical,1.3 mg/1.4g,DB11105
Patch,Topical,.13 g/100g,DB11105
Cloth,Topical,.13 g/1,DB11105
Gel,Topical,.1 g/100mL,DB11105
Liquid,Topical,.005 mg/mL,DB11105
Liquid,Topical,1.2 mg/mL,DB11105
Liquid,Topical,1 mg/mL,DB11105
Cloth,Topical,.13 g/g,DB11105
Spray,Topical,13 mg/mL,DB11105
Liquid,Topical,.1 %,DB11105
Liquid,Topical,10 g/1000mL,DB11105
Liquid,Topical,0.15 %,DB11105
Liquid,Topical,.12 g/100mL,DB11105
Liquid,Topical,1 mL/L,DB11105
Lotion,Topical,.56 g/293g,DB11105
Liquid,Topical,1.3 mg/mL,DB11105
Swab,Topical,0.11 %,DB11105
Liquid,Topical,.24 mL/100mL,DB11105
Solution,Topical,.12 g/100mL,DB11105
Lotion,Topical,.13 g/100g,DB11105
Cloth,Topical,.0062 g/1,DB11105
Cloth,Topical,.13 mg/100mg,DB11105
Ointment,Topical,,DB11105
Gel,Topical,1.3 mg/mL,DB11105
Soap,Topical,.1 mg/L,DB11105
Liquid,Topical,1.3 uL/mL,DB11105
Liquid,Topical,1.3 mL/mL,DB11105
Liquid,Topical,0.13 mg,DB11105
Tincture,Topical,1.3 mg/mL,DB11105
Solution,Topical,.13 g/mL,DB11105
Soap,Topical,2.34 mg/1.8mL,DB11105
Liquid,Topical,1.25 mL/1000mL,DB11105
"Aerosol, spray",Topical,.13 g/100g,DB11105
Liquid,Topical,.1 mg/L,DB11105
Cloth,Cutaneous,1.3 mg/1,DB11105
Cloth,Topical,,DB11105
Spray,Topical,.1 g/100mL,DB11105
Liquid,Topical,10 %,DB11105
Lotion,Topical,.59 mL/59mL,DB11105
Soap,Topical,.1 g/100mL,DB11105
Lotion,Topical,.1 g/100mL,DB11105
Spray,Topical,1.2 mg/mL,DB11105
Swab,Topical,.13 mg/mL,DB11105
Cloth,Topical,.09 g/1,DB11105
Swab,Topical,.1 g/1,DB11105
Swab,Topical,.0062 g/1,DB11105
Liquid,Topical,.11 %,DB11105
Swab,Topical,.0013 g/g,DB11105
Liquid,Topical,268575.42 mg/208198mL,DB11105
Lotion,Topical,99468.4 g/100L,DB11105
Solution,Topical,0.13 %,DB11105
Liquid,Topical,.5 g/444g,DB11105
Soap,Topical,.5 g/444g,DB11105
Soap,Topical,.2 g/221g,DB11105
Gel,Topical,3 g/207g,DB11105
"Spray, metered",Topical,,DB11105
Liquid,Topical,.1 mg/.001L,DB11105
Soap,Topical,.13 mg/mL,DB11105
Liquid,Topical,.013 g/10mL,DB11105
Liquid,Topical,0.13 g,DB11105
Solution,Topical,.13 g/100mL,DB11105
Suppository,Rectal,,DB11107
Liquid,Topical,17 %,DB11108
Liquid,Topical,.17 g/mL,DB11108
Liquid,Topical,.25 g/mL,DB11108
Lotion,Topical,150 mg/mL,DB11108
Cream,Topical,170 mg/g,DB11108
Stick,Topical,.17 g/mL,DB11108
Lotion,Topical,.15048 kg/kg,DB11108
Cream,Topical,15 mg,DB11108
Stick,Topical,.25 g/g,DB11108
Lotion,Topical,.2 g/mL,DB11108
Liquid,Topical,.17 mL/mL,DB11108
Liquid,Topical,8.5 g/50mL,DB11108
Liquid,Topical,10 g/50mL,DB11108
Liquid,Topical,.2 g/mL,DB11108
Aerosol,Topical,11 %,DB11108
Liquid,Topical,.136 g/mL,DB11108
Cream,Topical,13.6 mg/100mL,DB11108
Emulsion,Topical,.136 g/mL,DB11108
Liquid,Topical,.17 mg/mL,DB11108
Liquid,Topical,.162 g/mL,DB11108
Emulsion,Topical,.16 g/mL,DB11108
Liquid,Topical,.0162 g/mL,DB11108
Liquid,Topical,15 mL/100mL,DB11108
Emulsion,Topical,15.0 %,DB11108
Lotion,Topical,15 mL/100mL,DB11108
Liquid,Topical,,DB11108
Emulsion,Topical,.18 g/mL,DB11108
Liquid,Topical,.18 g/mL,DB11108
Emulsion,Topical,15 %,DB11108
Emulsion,Topical,15.9 %,DB11108
Stick,Topical,200 mg/g,DB11108
Spray,Topical,.15 g/100mL,DB11108
"Powder, for solution",Topical,.16 g/2g,DB11109
Solution,Topical,1.745 g/mL,DB11110
Liquid,Oral,,DB11110
Liquid,Oral,1.745 g/29.61mL,DB11110
Solution,Oral,1.745 g/29.61mL,DB11110
"Powder, for solution",Oral,17 g/17g,DB11110
Capsule,Oral,,DB11110
Liquid,Oral,1.745 g/29.6mg,DB11110
Liquid,Oral,2.62 g/100mL,DB11110
Liquid,Oral,2.65 mL/100mL,DB11110
Solution,Oral,1.745 g/29.6mL,DB11110
Liquid,Oral,2.65 g/100mL,DB11110
Liquid,Oral,1.745 g/29.6mL,DB11110
Liquid,Oral,2.65 mg/100mL,DB11110
"Powder, for solution",Oral,17 g/100g,DB11110
"Powder, for solution",Oral,,DB11110
Tablet,Oral,,DB11110
Kit,Oral; Rectal,,DB11110
"Tablet, chewable",Oral,,DB11110
Cream,Topical,1 mg/100mL,DB11111
Cream,Topical,1 g/100mL,DB11111
Cream,Topical,.00001 g/15g,DB11111
Cream,Topical,.0003 mg/35mL,DB11111
Cream,Topical,.00004 mg/45mL,DB11111
Cream,Topical,.25 mg/50mL,DB11111
Cream,Topical,.1 mg/20mL,DB11111
Patch,Topical,.15 mg/101,DB11111
Cream,Topical,.2 mg/40mL,DB11111
Liquid,Topical,.325 mg/130mL,DB11111
Patch,Topical,.025 mg/25mL,DB11111
Solution,Topical,.08 g/100mL,DB11111
Liquid,Topical,.15 g/150mL,DB11111
Spray,Topical,.6 g/60mL,DB11111
Patch,Topical,25 mg/25mL,DB11111
Cream,Cutaneous,.05 mL/50mL,DB11111
Solution,Rectal; Topical,.5 g/g,DB11111
Shampoo,Topical,.55 mL/550mL,DB11111
Solution,Topical,.55 mL/550mL,DB11111
Patch,Topical,.02 g/51,DB11111
Patch,Topical,.03 g/6g,DB11111
Gel,Topical,.07 mg/70mL,DB11111
Cream,Topical,.03 mg/30mL,DB11111
Cream,Topical,.12 mg/120mL,DB11111
Liquid,Topical,.01 mg/100mg,DB11111
Cream,Topical,.0015 g/15mL,DB11111
Cream,Topical,.1 mg/100mL,DB11111
Liquid,Topical,.01 g/100g,DB11111
Gel,Topical,.01 g/31,DB11111
Swab,Topical,60 g/100g,DB11111
Gel,Rectal,,DB11111
Swab,Topical,1 g/1,DB11111
Patch,Topical,.23 g/23mL,DB11111
Liquid,Topical,300 mg/mL,DB11111
Liquid,Topical,.075 mg/300mL,DB11111
Cream,Topical,.56 mg/80mL,DB11111
Cream,Topical,1 g/40mL,DB11111
Patch,Topical,.07 g/101,DB11111
Liquid,Topical,.1 mg/100mL,DB11111
Patch,Topical,.025 g/25mL,DB11111
Cloth,Topical,5 g/1,DB11111
Cloth,Topical,.5 mg/mL,DB11111
Soap,Cutaneous,.12 g/120g,DB11111
Solution,Topical,.8 mg/8mL,DB11111
Liquid,Topical,.15 mg/150mL,DB11111
Spray,Cutaneous,.15 mL/150mL,DB11111
Patch,Topical,.03 g/30mL,DB11111
Cream,Topical,.0005 g/55g,DB11111
Liquid,Topical,.001 g/195mL,DB11111
Solution,Rectal; Topical,.5 mg/mg,DB11111
Liquid,Topical,855 mg/mL,DB11111
Patch,Topical,.02 g/27g,DB11111
Cream,Topical,.05 g/50g,DB11111
Lotion,Topical,.15 g/150mL,DB11111
Shampoo,Topical,.25 g/250mL,DB11111
Cream,Topical,.06 g/60g,DB11111
Solution,Topical,.2 g/200mL,DB11111
Solution,Topical,.06 g/60mL,DB11111
Lotion,Topical,.3 g/300mL,DB11111
Cream,Topical,.08 g/80g,DB11111
Cream,Topical,.009 g/9g,DB11111
Cream,Topical,.07 g/70g,DB11111
Solution,Topical,.3 g/300mL,DB11111
Gel,Topical,,DB11111
Solution,Rectal,50 g/100mL,DB11111
Spray,Topical,,DB11111
Liquid,Topical,884 mg/mL,DB11111
Cream,Topical,3 g/60mL,DB11111
Solution,Rectal; Topical,.5 mL/mL,DB11111
Gel,Vaginal,.68 mg/80mL,DB11111
Shampoo,Topical,.15 mg/500mL,DB11111
Spray,Topical,.045 mg/150mL,DB11111
Cream,Rectal,,DB11111
Solution,Topical,5 g/1,DB11111
Patch,Topical,23 mg/23mL,DB11111
Patch,Topical,30 mg/30mL,DB11111
Patch,Topical,.03 mg/30mL,DB11111
Patch,Topical,.028 g/28g,DB11111
Solution,Rectal; Topical,500 mg/1,DB11111
Tape,Topical,88.2 g/100g,DB11111
Solution,Topical,.5 mL/mL,DB11111
Cloth,Topical,.5 g/g,DB11111
Liquid,Topical,50 g/100g,DB11111
Patch,Topical,.016 g/2g,DB11111
Patch,Topical,.09 g/3g,DB11111
Patch,Topical,.02 mg/.2g,DB11111
Patch,Topical,.3 mg/3g,DB11111
Cream,Topical,.001 g/120g,DB11111
Oil,Topical,.002 g/200mL,DB11111
Liquid,Topical,.01 g/15mL,DB11111
Soap,Topical,.225 g/150g,DB11111
Soap,Topical,,DB11111
Soap,Topical,.15 g/150g,DB11111
Soap,Topical,.001 g/100g,DB11111
Injectable foam,Topical,1.6 mg/160g,DB11111
Oil,Topical,.02 g/210mL,DB11111
Patch,Topical,.002 g/22g,DB11111
Patch,Topical,.003 g/30g,DB11111
Solution,Topical,.015 g/30mL,DB11111
Cream,Topical,.001 mg/12mL,DB11111
Swab,Topical,500 mg/mL,DB11111
Patch,Topical,.0007 g/21,DB11111
Patch,Topical,.02 g/101,DB11111
Patch,Topical,.03 g/101,DB11111
Cloth,Topical,129 g/258g,DB11111
Cloth,Topical,500 mg/L,DB11111
Kit,,,DB11111
Cloth,Topical,2 g/1,DB11111
Gel,Rectal; Topical,,DB11111
Liquid,Topical,850 mg/mL,DB11111
Soap,Topical,.1 g/100g,DB11111
"Aerosol, foam",Topical,.12 g/120mL,DB11111
Solution,Cutaneous,.13 mL/130mL,DB11111
Gel,Topical,2.5 g/100g,DB11111
Swab,Rectal; Topical,.5 mL/1,DB11111
Solution,Topical,.5 mL/1,DB11111
Liquid,Topical,.25 g/5mL,DB11111
Patch,Topical,,DB11111
Cream,Topical,.01 g/1,DB11111
Cloth,Topical,50 g/100g,DB11111
Swab,Topical,50 g/100g,DB11111
Cream,Topical,.02 g/20mL,DB11111
Cream,Topical,,DB11111
Patch,Topical,.02 g/20g,DB11111
Patch,Topical,.1 g/10g,DB11111
Patch,Topical,.025 mg/101,DB11111
Spray,Topical,73.9 g/150mL,DB11111
Cream,Topical,.0001 mg/50mL,DB11111
Cream,Topical,.09 g/150mL,DB11111
Liquid,Topical,.005 mg/5mL,DB11111
Ointment,Rectal; Topical,3.36 g/28g,DB11111
Cloth,Topical,1.2 g/1,DB11111
Cloth,Topical,.5 mL/mL,DB11111
Cream,Topical,.1 mg/200mL,DB11111
Cream,Topical,.015 mg/30mL,DB11111
Cream,Topical,.025 mg/50mL,DB11111
Oil,Topical,.015 g/30mL,DB11111
Solution,Topical,500 mg/mL,DB11111
Cloth,Topical,500 mg/1,DB11111
Swab,Topical,.5 g/g,DB11111
Cream,Topical,.25 g/50mL,DB11111
Patch,Topical,.01 g/100g,DB11111
Patch,Topical,.002 g/23g,DB11111
Solution,Topical,.03 g/101,DB11111
Cloth,Topical,.5 g/1,DB11111
Gel,Topical,30 g/100g,DB11111
Liquid,Topical,.86 mL/100L,DB11111
Liquid,Topical,473 mg/mL,DB11111
Liquid,Topical,841 mg/mL,DB11111
Liquid,Topical,842 mg/mL,DB11111
Liquid,Topical,86 mg/100mL,DB11111
Liquid,Topical,86 kg/100L,DB11111
Liquid,Topical,979 mg/mL,DB11111
Oil,Oral; Topical,86 mL/100mL,DB11111
Solution,Topical,979 mg/mL,DB11111
Spray,Topical,146 g/170g,DB11111
Liquid,Topical,86 g/100mL,DB11111
Lipstick,Topical,.02 g/1.1g,DB11112
Ointment,Topical,22 g/100g,DB11112
Paste,Topical,,DB11112
Kit,,,DB11112
Ointment,Topical,50 g/100g,DB11112
Ointment,Topical,.3 g/100g,DB11112
Ointment,Topical,300 mg/g,DB11112
Cream,Topical,370 mg/g,DB11112
Ointment,Topical,70 g,DB11112
Ointment,Topical,72 %,DB11112
Cream,Topical,300 mg/g,DB11112
Cream,Topical,500 mg/g,DB11112
Ointment,Topical,5 g/10g,DB11112
Cream,Topical,50 g/100g,DB11112
Lotion,Topical,40 g/100mL,DB11112
Cream,Topical,1 mg/50mg,DB11112
Ointment,Topical,500 mg/g,DB11112
Cream,Topical,,DB11112
Ointment,Ophthalmic,,DB11112
Liquid,Topical,,DB11112
Lotion,Topical,,DB11112
Liquid,Topical,12.5 g/100mL,DB11112
Ointment,Topical,,DB11112
Liniment,Topical,,DB11113
Liquid,Oral,,DB11113
Liquid,Oral,1 g/mL,DB11113
Liquid,Oral,100 mg/100mL,DB11113
Liquid,Oral,,DB11113
Liquid,Oral,100 %,DB11113
Liquid,Oral,98.25 ml,DB11113
Liquid,Oral,99.4 %,DB11113
Oil,Oral,1 g/mL,DB11113
Patch,Topical,,DB11113
Oil,Oral,100 mL/100mL,DB11113
Emulsion,Oral,36.4 %,DB11113
Spray,Topical,,DB11113
Liquid,Oral,1 mg/mL,DB11113
Liquid,Oral,94.8 %,DB11113
Oil,Oral,1 mL/mL,DB11113
Cream,Topical,,DB11113
Spray,Topical,,DB11114
Oil,Percutaneous; Topical; Transdermal,,DB11114
Lozenge,Oral,,DB11114
Ointment,Respiratory (inhalation); Topical,,DB11114
Ointment,Respiratory (inhalation),,DB11114
Cream,Topical,,DB11114
Jelly,Topical,,DB11114
Ointment,Topical,,DB11114
Mouthwash,Dental,,DB11114
Liquid,Oral; Respiratory (inhalation); Topical,,DB11114
Liquid,Respiratory (inhalation),,DB11114
Liquid,Topical,,DB11114
Liquid,Oral; Respiratory (inhalation); Topical,100 %,DB11114
Oil,Topical; Transdermal,,DB11114
Oil,Topical,,DB11114
Tablet,Oral,,DB11114
Liquid,Respiratory (inhalation),,DB11114
Liquid,Topical,,DB11114
Stick,Topical,,DB11114
Patch,Cutaneous; Topical; Transdermal,,DB11114
Patch,Topical,,DB11114
Lotion,Topical,,DB11114
Salve,Topical,,DB11114
Gel,Topical,,DB11114
"Gum, chewing",Oral,,DB11114
Spray,Cutaneous,,DB11115
Liquid,Topical,.03 mg/mL,DB11115
Emulsion,Topical,3 %,DB11115
Liquid,Topical,3 g/100mL,DB11115
Jelly,Topical,40 mg,DB11115
Liquid,Topical,30 mg/mL,DB11115
Liquid,Topical,3.2 %,DB11115
Gel,Topical,1 %,DB11115
Lotion,Topical,1 %,DB11115
Cream,Cutaneous,,DB11115
Liquid,Topical,,DB11115
Gel,Topical,,DB11115
Lotion,Topical,,DB11115
Powder,Topical,,DB11115
Suspension,Topical,,DB11115
Spray,Topical,,DB11115
Cream,Topical,3.5 %,DB11115
Gel,Topical,4 %,DB11115
Kit,,,DB11115
Emulsion,Topical,,DB11115
Cream,Topical,,DB11115
Cream; liquid,Topical,,DB11115
Stick,Topical,18.6 g/100mL,DB11116
Cream,Topical,17 g/100g,DB11116
Stick,Topical,11.65 g/64g,DB11116
Gel,Topical,8.75 g/g,DB11116
Cream,Topical,20 g/100g,DB11116
Stick,Topical,20 g/100g,DB11116
Stick,Topical,17 g/100g,DB11116
Stick,Topical,.18 g/g,DB11116
Stick,Cutaneous,250 mg/g,DB11116
Stick,Topical,170 mg/g,DB11116
Stick,Topical,.17 g/g,DB11116
Stick,Topical,.15 g/g,DB11116
Kit,Topical,,DB11116
Stick,Topical,17.8 g/100g,DB11116
Stick,Topical,19 g/100g,DB11116
Cream,Topical,19 g/100g,DB11116
Stick,Topical,18 g/100g,DB11116
Stick,Topical,13.49 g/71g,DB11116
Stick,Topical,10.83 1/57g,DB11116
Stick,Topical,10.318 g/73.7g,DB11116
Stick,Topical,7.14 g/51g,DB11116
Stick,Topical,14 g/73g,DB11116
Stick,Topical,17.3 g/100g,DB11116
Stick,Topical,.2 g/g,DB11116
Stick,Topical,.028 g/g,DB11116
Stick,Topical,.19 g/g,DB11116
Stick,Topical,13 g/65g,DB11116
Stick,Topical,200 mg/g,DB11116
Stick,Topical,16 g/100g,DB11116
Stick,Topical,12.8 g/64g,DB11116
Stick,Topical,180 mg/g,DB11116
Cream,Topical,4.8 mg/36.97mL,DB11117
Spray,Topical,,DB11117
Cream,Topical,14.77 mg/59.148mL,DB11117
Cream,Topical,,DB11117
Oil,Topical,10 g/100g,DB11117
Liquid,Topical,.25 g/L,DB11117
Spray,Topical,100 mg/mL,DB11117
Aerosol; powder,Topical,,DB11117
Cream,Topical,.1 g/g,DB11117
Liquid,Topical,.5 g/2g,DB11117
Film,Topical,.45 g/15mL,DB11117
Powder,Topical,,DB11117
Aerosol,Topical,,DB11117
Aerosol,Topical,.1 %,DB11117
Ointment,Topical,,DB11117
Liquid,Topical,10 %,DB11117
Gel,Topical,250 mg/g,DB11117
Liquid,Topical,125 mg/mL,DB11117
Spray,Topical,25 mg/60mL,DB11117
Spray,Topical,25 mg/100mL,DB11117
Spray,Topical,250 mg/mL,DB11117
Liquid,Topical,1.1 mL/10mL,DB11117
Liquid,Topical,25 mg/100mL,DB11117
Solution,Topical,1.1 mL/10mL,DB11117
Spray,Topical,2 mg/10mL,DB11117
Kit,,,DB11117
Liquid,Topical,200 mg/mL,DB11117
Cream,Topical,150 mg/mL,DB11117
Suppository,Vaginal,,DB11117
Cream,Vaginal,,DB11117
Liquid,Topical,100 mg/mL,DB11117
Liquid,Topical,250 mg/mL,DB11117
Liquid,Topical,.23125 g/39.01mL,DB11117
Ointment,Topical,100 mg/g,DB11117
Cream,Topical,4.55 g/37.5mL,DB11117
Liquid,Topical,25 g/100mL,DB11117
Cream,Topical,25 g/100g,DB11117
Cream,Topical,10 g/100g,DB11117
Cream,Topical,13 g/100g,DB11117
Cream,Cutaneous,,DB11117
Liquid,Topical,.25 g/mL,DB11117
Liquid,Topical,.25 g/g,DB11117
Liquid,Topical,25 mg/30mL,DB11117
Liquid,Topical,25 mg/1.7mL,DB11117
Liquid,Topical,25 mg/3mL,DB11117
Liquid,Topical,288 mg/mL,DB11117
Liquid,Topical,40 mg/1.7mL,DB11117
Liquid,Topical,7.5 g/30mL,DB11117
Liquid,Topical,7.5 g/30g,DB11117
Cream,Topical,2 mL/20mL,DB11117
Solution,Topical,100 mg/mL,DB11117
Liquid,Topical,3.61 %,DB11118
Liquid,Topical,3.5 g/100g,DB11118
Aerosol,Respiratory (inhalation),.045 g/.3mL,DB11118
Swab,Respiratory (inhalation),15 %,DB11118
Inhalant,Respiratory (inhalation),.045 g/.3mL,DB11118
Inhalant,Respiratory (inhalation),.05 g/.33mL,DB11118
Liquid,Respiratory (inhalation),,DB11118
Inhalant,Respiratory (inhalation),10 mL/100mL,DB11118
Kit,Topical,,DB11118
Kit,Topical,,DB11118
Kit,Oral; Topical,,DB11118
Inhalant,Respiratory (inhalation),.013 mL/.3mL,DB11118
Liniment,Topical,,DB11118
Liquid,Topical,,DB11118
Kit,Ophthalmic; Respiratory (inhalation); Topical,,DB11118
Lotion,Topical,1.5 g/100mL,DB11118
Kit,,,DB11118
Kit,Infiltration; Intra-articular; Intramuscular; Respiratory (inhalation); Topical,,DB11118
Liquid,Topical,20 mg/mL,DB11118
Liquid,Topical,,DB11119
Solution / drops,Topical,,DB11119
Spray,Topical,,DB11119
"Injection, solution",Intravenous,118 ug/mL,DB11119
Tincture,Topical,,DB11119
Solution,Intravenous,,DB11119
Liquid,Intravenous,100 mcg,DB11119
Tablet,Oral,,DB11119
Liquid,Intravenous,,DB11119
Liquid,Intravenous,100 mg,DB11119
Solution / drops,Auricular (otic),,DB11120
Oil,Topical,,DB11120
Oil,Topical,6 g/100mL,DB11120
Liniment,Topical,,DB11120
Ointment,Topical,,DB11120
Liquid,Topical,1000 mg/mL,DB11120
Liquid,Topical,,DB11120
Cream,Topical,,DB11120
Jelly,Topical,,DB11121
Solution,Topical,.5 g/100mL,DB11121
Soap,Topical,1 g/100mL,DB11121
Liquid,Topical,2.1 mL/100mL,DB11121
Liquid,Topical,.5 mL/100mL,DB11121
Liquid,Topical,1.49 %,DB11121
Lotion,Topical,1.0 %,DB11121
Soap,Topical,.005 mL/mL,DB11121
Soap,Topical,5 g/1000mL,DB11121
Soap,Topical,250 g/1000mL,DB11121
Solution,Topical,1.5 g/100mL,DB11121
Liquid,Topical,.3 mg/mL,DB11121
Liquid,Topical,0.5 %,DB11121
Liquid,Topical,3.09 mg/mL,DB11121
Liquid,Topical,6.046 g/L,DB11121
Soap,Topical,40 g/kg,DB11121
Soap,Topical,.3 g/100g,DB11121
Soap,Topical,5 mL/1000mL,DB11121
Liquid,Topical,2.5 mg/mL,DB11121
Gel,Topical,1.0 %,DB11121
Soap,Topical,6.1 g/L,DB11121
Soap,Topical,4 g/1000mL,DB11121
Gel,Topical,10 mg/mL,DB11121
Liquid,Topical,.3 kg/100kg,DB11121
Soap,Topical,1 g/100g,DB11121
Soap,Topical,.25 mg/100mL,DB11121
Gel,Topical,4 mL/800mL,DB11121
Soap,Topical,3 g/1000mL,DB11121
Soap,Topical,.45 g/100mL,DB11121
Lotion,Topical,3.6 mL/800mL,DB11121
Soap,Topical,6 mg/1000mL,DB11121
Liquid; soap,Topical,.6 %,DB11121
Lotion,Topical,0.6 %,DB11121
Ointment,Topical,1.5 mg,DB11121
Soap,Topical,25 g/100g,DB11121
Ointment,Topical,8 mg,DB11121
Soap,Topical,.3 mg/100mL,DB11121
Solution,Topical,30 mg/mL,DB11121
Solution,Topical,3.0 %,DB11121
Ointment,Topical,,DB11121
Cream,Topical,.25 %,DB11121
Soap,Topical,.75 g/100g,DB11121
Soap,Topical,3 mg/mL,DB11121
