parent_key,synonym,language,coder
DB09096,Bepio,,TN
DB09097,"(+-)-N,N-Diethyl-N'-((3R*,4aR*,10aS*)-1,2,3,4,4a,5,10,10a-octahydro-6-hydroxy-1-propylbenzo(g)quinolin-3-yl)sulfamide",,
DB09097,CV205-502,,
DB09097,Quinagolida,Spanish,
DB09097,Quinagolidum,Latin,
DB09097,SDZ 205-502,,
DB09098,Somatrem (genetical recombination),,
DB09099,Somatostatina,Spanish,
DB09099,Somatostatine,French,
DB09099,Somatostatinum,Latin,
DB09099,Synthetic growth hormone release-inhibiting hormone,,
DB09099,Synthetic somatostatin-14,,
DB09100,Pig thyroid,,
DB09100,Porcine thyroid,,
DB09100,Sus scrofa thyroid,,
DB09100,Thyroid (pork),,
DB09100,"Thyroid extract, porcine",,
DB09101,"6-(3-chloro-2-fluorobenzyl)-1-[(2S)-1-hydroxy-3-methylbutan-2-yl]-7-methoxy-4-oxo-1,4-dihydroquinoline-3-carboxylic acid",,IUPAC
DB09101,elvitégravir,French,
DB09101,EVG,,
DB09101,GS 9137,,
DB09102,BMS-790052,,
DB09104,Magnesium dihydroxide,,
DB09104,Milk of magnesia,,
DB09105,Asfotase alpha,,
DB09106,HAES,,
DB09106,HES,,
DB09106,Hetastarch,,
DB09106,Hydroxyethylstarch,,
DB09107,CERA,,
DB09107,Pegzerepoetin alfa,,
DB09110,2-Mercaptoethane,,
DB09110,2-Mercaptoethanesulfonate,,
DB09110,2-mercaptoethanesulfonic acid,,
DB09110,2-mercaptoethanesulphonic acid,,
DB09110,2-mercaptoethylsulfonate,,
DB09110,2-sulfanylethylsulfonate,,
DB09110,Coenzima M,Spanish,
DB09110,Coenzym M,German,
DB09110,CoM,,
DB09110,HS-CoM,,
DB09110,reduced coenzyme M,,
DB09110,reduced CoM,,
DB09110,β-mercaptoethanesulfonic acid,,
DB09112,dioxonitric acid,,
DB09112,hydroxidooxidonitrogen,,
DB09112,nitrosyl hydroxide,,
DB09115,Diiodohydroxyquin,,
DB09115,Diiodohydroxyquinoline,,
DB09115,Iodoquinol,,USAN
DB09115,Ioquin,,
DB09116,calcium cyanamide,,
DB09116,carbimida calcica,Spanish,
DB09116,carbimide calcique,French,
DB09116,Cyanamide calcique,French,
DB09116,"Cyanamide, calcium salt (1:1)",,
DB09116,Lime nitrogen,,
DB09116,Lime-nitrogen,,
DB09116,"methanediimine, calcium salt (1:1)",,
DB09116,Nitrogen lime,,
DB09118,"1-(1,3-Benzodioxol-5-yl)-4,4-dimethyl-1-penten-3-ol",,
DB09118,"4,4-Dimethyl-1-((3,4-methylenedioxy)phenyl)-1-penten-3-ol",,
DB09118,BCX 2600,,
DB09118,BRN 1313047,,
DB09118,Estiripentol,Spanish,
DB09118,Stiripentolum,Latin,
DB09119,"(10S)-10-acetoxy-10,11-dihydro-5H-dibenz[b,f]azepine-5-carboxamide",,
DB09119,"(10S)-5-carbamoyl-10,11-dihydro-5H-dibenzo[b,f]azepin-10-yl acetate",,IUPAC
DB09119,ESL,,
DB09119,Stedesa,English,
DB09120,(Z)-Capsaicin,,
DB09120,cis-Capsaicin,,
DB09120,Civamide,,
DB09121,Auromyose,,
DB09121,Gold thioglucose,,
DB09123,"17-alpha-Cyanomethyl-17-beta-hydroxy-estra-4,9(10)-dien-3-one",,
DB09123,"17alpha-17-Hydroxy-3-oxo-19-norpregna-4,9-diene-21-nitrile",,
DB09123,BAY 86-5258,,
DB09123,Dienogestril,,
DB09123,Dienogestum,Latin,
DB09123,Endometrion,,
DB09125,tripotassium citrate,,
DB09126,Chorionic gonadotrophin,,
DB09126,Chorionic gonadotropin,,
DB09126,"Gonadotropin, Chorionic",,
DB09126,"Gonadotropin,chorionic",,
DB09126,h-HCG,,
DB09126,hCG,,
DB09126,Human chorionic gonadotropin,,
DB09126,Human menopausal gonadotropin,,
DB09126,Human menopausal gonadotropin (urine derived),,
DB09126,Human-chorionic gonadotropin,,
DB09126,Urinary hCG,,
DB09129,anhydrous chromium(III) chloride,,
DB09129,Chromium chloride,,
DB09129,Chromium trichloride,,
DB09129,chromium(3+) trichloride,,
DB09129,Chromium(III) chloride,,
DB09129,Puratronic chromium chloride,,
DB09129,Trichlorochromium,,
DB09130,cobre,Spanish,
DB09130,cuivre,French,
DB09130,cuprum,Latin,
DB09130,Kupfer,German,
DB09131,Copper chloride,,
DB09131,Copper(2+) chloride,,
DB09131,copper(II) chloride,,
DB09131,Cupric chloride anhydrous,,
DB09132,"[2,2',2'',2'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl-κ4N1,N4,N7,N10)tetraacetato(3−)]gadolinium",,IUPAC
DB09132,DOTA-Gd,,
DB09132,Gadoterate,,
DB09132,Gd-DOTA,,
DB09133,"1-deoxy-1-(methylamino)-D-glucitol 5-acetamido-2,4,6 triiodo-N-methylisophthalamate",,IUPAC
DB09133,Iotalamic acid,,
DB09133,Iothalamate,,
DB09134,"N,N'-Bis (2,3-dihydroxypropyl)-5-[N-(2-hydroxyethyl) -glycolamido] -2,4,6-triiodoisophthalamide",,IUPAC
DB09134,Optiray,,
DB09135,Ioxilane,French,INN
DB09135,Ioxilanum,Latin,INN
DB09135,"N-(2,3-dihydroxypropyl)-N’-(2- hydroxyethyl)-5-[N-(2,3-dihydroxypropyl) acetamido]-2,4,6-triiodoisophthal-amide",,IUPAC
DB09136,Isosulfan blue inner salt,,
DB09137,"Bis(2-[[2-(3-bromo-2,4,6-trimethylanilino)-2-oxoethyl]-(carboxymethyl)amino]acetate) technetium",,IUPAC
DB09137,Technetium (99mTc) mebrofenin,,
DB09137,Technetium Tc 99m diisopropyl-iminodiacetic acid,,
DB09137,Technetium Tc 99m DISIDA,,
DB09137,Technetium Tc 99m Mebrofenin,,
DB09137,Technetium Tc-99m mebrofenin kit,,
DB09138,99m Tc medronate,,
DB09138,99m Tc-medronate,,
DB09138,99mTc medronate,,
DB09138,99mTc-medronate,,
DB09138,AN-MDP,,
DB09138,Cis-Mdp,,
DB09138,Tc 99m Mdp,,
DB09138,Tc-99m Mdp,,
DB09138,Technetium (99mTc) medronic acid,,
DB09138,Technetium (99mTc) Methylenediphosphonate,,
DB09138,Technetium 99mTc medronic acid,,
DB09138,Technetium methylene diphosphonate,,
DB09138,Technetium Tc 99m medronate,,
DB09138,Technetium Tc 99m medronic acid,,
DB09138,Technetium Tc 99M Mpi Mdp,,
DB09138,Technetium tc-99m medronate kit,,
DB09139,99mtc-HDP,,
DB09139,Oxidronic acid 99mtc-complex,,
DB09139,Technetium (99mTc) oxidronate,,
DB09139,Technetium 99mtc oxidronate,,
DB09139,Technetium Tc 99m oxidronate,,
DB09139,Technetium Tc-99m oxidronate kit,,
DB09140,Dioxygen,English,
DB09140,Molecular oxygen,English,
DB09140,Oxygen USP,English,
DB09140,Pure oxygen,English,
DB09142,CCK C-terminal octapeptide,,
DB09142,CCK-8,,
DB09142,Cholecystokinin C-terminal octapeptide,,
DB09143,Erismodegib,,USAN
DB09143,"N-[6-(cis-2,6-dimethylmorpholin-4-yl)pyridin-3-yl]-2-methyl-4'-(trifluoromethoxy)[1,1'-biphenyl]-3-carboxamide",,
DB09144,"2',3',5'-tri-O-acetyluridine",,IUPAC
DB09144,"2',3',5'-Triacetyluridine",,
DB09144,Tri-O-acetyluridine,,
DB09144,Triacetyl uridine,,
DB09144,Triacetyluridine,,
DB09144,"Uridine 2',3',5'-triacetate",,
DB09144,Vistonuridine,,
DB09145,Dihydrogen oxide,,
DB09145,Purified water,,
DB09145,Sterile water,,
DB09145,Water purified,,
DB09146,Ferric hydroxide sucrose complex,,
DB09146,Iron oxide saccharated,,
DB09146,Iron sucrose,,
DB09146,Iron sucrose complex,,
DB09146,Iron sugar,,
DB09146,Iron(III) hydroxide sucrose complex,,
DB09146,Saccharated ferric oxide,,
DB09146,Saccharated iron,,
DB09146,Saccharated iron oxide,,
DB09146,Sucroferric oxyhydroxide,,
DB09147,Iron pyrophosphate,,
DB09147,Iron(III) pyrophosphate,,
DB09148,Florbetaben F-18,,
DB09149,[18F]Florbetapir,,
DB09149,4-{(E)-2-[6-(2-{2-[2-(18F)fluoroethoxy]ethoxy}ethoxy)pyridin-3-yl]ethenyl}-N-methylaniline,,IUPAC
DB09149,Florbetapir F-18,,
DB09149,Florbetapir F18,,
DB09149,florbetapir-fluorine-18,,
DB09151," 2-[3-(18F)fluoro-4-(methylamino)phenyl]-1,3-benzothiazol-6-ol",,IUPAC
DB09151,[18F]-Flutemetamol,,
DB09151,flutemetamol (18F),,
DB09151,Flutemetamol F 18,,
DB09151,Flutemetamol F-18,,
DB09151,Flutemetamol F18,,
DB09154,Sodium citrate anhydrous,,
DB09154,"Sodium citrate, anhydrous",,
DB09154,trisodium citrate anhydrous,,RxNorm
DB09154,"Trisodium citrate, anhydrous",,
DB09155,[He],English,
DB09155,atomic helium,English,
DB09156,"N,N'-bis(2,3-dihydroxypropyl)-2,4,6-triiodo-5-[(methoxyacetyl)amino]-N-methylisophthalamide",,IUPAC
DB09160,Tc-99m tetrofosmin,,
DB09160,Technetium (99mTc) tetrofosmin,,
DB09160,Technetium Tc 99m tetrofosmin,,
DB09160,Technetium Tc-99m tetrofosmin kit,,
DB09160,Technetium-99 tetrofosmin,,
DB09161,99m Tc-sestamibi,,
DB09161,99m-Tc sestamibi,,
DB09161,99mTc sestamibi,,
DB09161,99mTc-sestamibi,,
DB09161,Sestamibi,,
DB09161,Technetium (99m Tc) sestamibi,,
DB09161,Technetium (99mTc) sestamibi,,INN
DB09161,Technetium Tc 99m sestamibi,,
DB09163,(99m)Tc HM-PAO,,
DB09163,(99m)Tc HMPAO,,
DB09163,[(99m)Tc] HM-PAO,,
DB09163,Technetium (99mTc) exametazime,,
DB09163,Technetium (99mTc) HMPAO,,
DB09163,Technetium tc 99m exametazime,,
DB09163,Technetium tc 99m HMPAO,,
DB09163,Technetium Tc-99m exametazime,,
DB09163,Technetium Tc-99m exametazime kit,,
DB09164,99mTc-DISIDA,,
DB09164,99mTc-Disofenin,,
DB09164,Technetium (99mTc) disofenin,,
DB09164,Technetium Tc 99m Disofenin,,
DB09164,Technetium-99m-Diisopropyliminodiacetic Acid,,
DB09165,Technetium (99mTc) pyrophosphate,,
DB09165,Technetium TC 99M Pyrophosphate,,
DB09166,"4-(o-Chlorophenyl)-2-ethyl-9-methyl-6H-thieno(3,2-f)-s-triazolo(4,3-a)(1,4)diazepine",,
DB09167,"(3E)-3-dibenzo[b,e]thiepin-11(6H)-ylidene-N,N-dimethylpropan-1-amine",,
DB09167,"11-(3-Dimethylaminopropylidene)-6,11-dihydrodibenzo(b,e)thiepin",,
DB09167,Dosulepina,Spanish,
DB09167,Dosulépine,French,
DB09167,Dosulepinum,Latin,
DB09167,Dothiepin,,USAN
DB09167,trans-dothiepin,,
DB09170,beta-Hydroxythiofentanyl,,
DB09171,beta-Methylfentanyl,,
DB09171,Betamethylfentanyl,,
DB09173,Butyr-fentanyl,,
DB09173,Butyrylfentanyl,,
DB09177,4-Fluorofentanyl,,
DB09177,Parafluorofentanyl,,
DB09178,"2,5-Dimethylfentanyl",,
DB09180,Thiofentanyl,,
DB09183," Sodium 3-(3-tert-butyl-4-methoxy-5-{6­ [(methylsulfonyl)amino]naphthalene-2-yl}phenyl)-2,6-dioxo-3,6-dihydro-2H-pyrimidin-1-ide hydrate (1:1:1)",,
DB09183,"N-{6-[3-tert-butyl-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-2-methoxyphenyl]naphthalen-2-yl}methanesulfonamide",,IUPAC
DB09185,2-((2-Ethoxyphenoxy)methyl)morpholine,,
DB09185,Viloxazina,Spanish,
DB09185,Viloxazinum,Latin,
DB09188,3-methyl-3-(3-(methylamino)propyl)-1-phenyl-2-indolinone,,
DB09190,Phthalapromine,,
DB09203,(±)-Synephrine,,
DB09203,Oxedrine,,
DB09203,p-synephrine,,
DB09208,Puricase,,
DB09211,Limaprost alfadex,,
DB09213,(+)-(S)-p-isobutylhydratropic acid,,
DB09213,(2S)-2-(4-isobutylphenyl)propanoic acid,,
DB09213,(S)-α-methyl-4-(2-methylpropyl)benzeneacetic acid,,
DB09213,d-ibuproten,,
DB09220,2-Nicotinamidoethyl nitrate,,
DB09220,BRN 0481451,,
DB09220,N-(2-Hydroxyethyl)nicotinamide nitrate,,
DB09220,N-(2-Hydroxyethyl)nicotinamide nitrate (ester),,
DB09220,Nicorandilum,Latin,
DB09220,SG-75,,
DB09221,beta-alanyl-l-histidinato zinc,,
DB09221,Zinc L-carnosine,,
DB09222,Coagulation Factor I,,
DB09222,Factor I (fibrinogen),,
DB09222,Factor I human,,
DB09222,Fibrinogen,,
DB09222,Fibrinogen (human),,
DB09222,Fibrinogen Concentrate (Human),,
DB09222,Fibrinogen concentrate human,,
DB09222,Fibrinogen human,,
DB09222,Fibrinogen human plasma-derived,,
DB09222,"Fibrinogen, human",,
DB09222,Human fibrinogen,,
DB09226,RP5000,,
DB09227,Mepirodipine,,
DB09228,C1 Esterase Inhibitor (Recombinant),,
DB09228,C1 Inhibitor (Recombinant),,
DB09228,Complement C1 esterase inhibitor,,
DB09228,"Human C1-inhibitor (recombinant, rabbit derived)",,
DB09228,Recombinant complement C1 esterase inhibitor,,
DB09228,Recombinant human C1 inhibitor,,
DB09228,Recombinant human C1-inhibitor,,
DB09228,Recombinant human C1-inhibitor rabbit milk derived,,
DB09237,Levoamlodipine,,
DB09237,S-amlodipine,,
DB09241,Basic Blue 9,,
DB09241,C.I. basic blue 9,,
DB09241,Lowacryl blue 9,,
DB09241,Methylene blue,,
DB09241,Methylene blue anhydrous,,
DB09241,methylenium ceruleum,,
DB09241,Methylthioninium chloride,,
DB09242,"(2R,4R)-1-[(2S)-5-[(aminoiminomethyl)amino]-1-oxo-2-[[(1,2,3,4-tetrahydro-3-methyl-8- quinolinyl)sulfonyl]amino]pentyl]-4-methyl-2-piperidinecarboxylic acid",,
DB09246,Mebamoxine,,
DB09249, 2-octylhydrazine,,
DB09252,Pivalylbenzhydrazine,,
DB09252,Pivazide,,
DB09253,Safra,,
DB09256,1-(2-Tetrahydrofuryl)-5-fluorouracil,,
DB09257,"5-Chloro-2,4-dihydroxypyridine",,IUPAC
DB09257,5-Chloro-4-hydroxy-2-pyridone,,
DB09257,gimestat,,
DB09257,Teysuno,,
DB09257,Ts-1 (TN),,
DB09259,Reviparin sodium,,
DB09260,Parnaparin sodium,,
DB09263,Patiromer FOS,,
DB09264,aDabi-Fab,,
DB09265,des-38-proline-exendine-4 (Heloderma suspectum)-(1-39)-peptidylpenta-L-lysyl-L-lysinamide,,
DB09265,DesPro38Exendin-4(1-39)-Lys6-NH2,,
DB09265,L-histidylglycyl-L-α-glutamylglycyl-L-threonyl-L-phenylalanyl-L-threonyl-L-seryl-L-α-aspartyl-L-leucyl-L-seryl-L-lysyl-L-glutaminyl-L-methionyl-L-α-glutamyl-L-α-glutamyl-L-α-glutamyl-L-alanyl-L-valyl-L-arginyl-L-leucyl-L-phenylalanyl-L-isoleucyl-L-α-glutamyl-L-tryptophyl-L-leucyl-L-lysyl-L-asparaginylglycylglycyl-L-prolyl-L-seryl-L-serylglycyl-L-alanyl-L-prolyl-L-prolyl-L-seryl-L-lysyl-L-lysyl-L-lysyl-L-lysyl-L-lysyl-L-lysinamide,,IUPAC
DB09265,lixisenatida,Spanish,
DB09265,lixisénatide,French,
DB09266,Technetium (99mTc) tilmanocept,,
DB09266,Technetium Tc 99m Tilmanocept,,
DB09266,Technetium Tc99 tilmanocept,,
DB09268,Picosulfate,,
DB09268,Picosulphate,,
DB09269,benzeneacetic acid,,
DB09269,α-toluic acid,,
DB09269,ω-phenylacetic acid,,
DB09270,Coenzyme Q-10,,
DB09270,Coenzyme Q10,,
DB09271,Cimetropium cation,,
DB09271,Cimetropium ion,,
DB09272,"5-({(4-carbamoyl-2,6-dimethyl-L-phenylalanyl)[(1S)-1-(4-phenyl-1H-imidazol-2-yl)ethyl]amino}methyl)-2-methoxybenzoic acid",,IUPAC
DB09273,Doxophylline,,
DB09274,artesunato,Spanish,
DB09274,artesunatum,Latin,
DB09274,artesunic acid,,
DB09274,AS,,
DB09274,"butanedioic acid, 1-[(3R,5aS,6R,8aS,9R,10S,12R,12aR)-decahydro-3,6,9-trimethyl-3,12-epoxy-12H-pyrano[4,3-j]-1,2-benzodioxepin-10-yl] ester",,
DB09274,dihydroqinghasu hemsuccinate,,
DB09275,Bismuth tripotassium dicitrate,,
DB09275,Tripotassium dicitratobismuthate,,
DB09276,Gold sodium thiomalate,,
DB09277,11C-choline,,
DB09277,11C-choline chloride,,
DB09278,Activated carbon,,
DB09278,Carbo activates,Latin,
DB09278,Carbo activatus,Latin,
DB09278,Carbo vegetabilis,,
DB09278,Carbon,,WHO-DD
DB09278,"Carbon, Activated",,
DB09278,"Carbon, decolorizing",,
DB09278,Charcoal activated,,
DB09278,Charcoal-activated,,
DB09278,"Charcoal, Activated",,
DB09278,"Charcoal,activated",,
DB09278,Medicinal carbon,,
DB09278,Medicinal charcoal,,
DB09280,"3-(6-{[1-(2,2-difluoro-2H-1,3-benzodioxol-5-yl)cyclopropane-1-carbonyl]amino}-3-methylpyridin-2-yl)benzoic acid",English,IUPAC
DB09280,lumacaftor,English,INN
DB09286,Carpiperone,,
DB09286,Floropipamide,,
DB09286,Fluoropipamide,,
DB09287,Macrogol,,INN
DB09287,Macrogol 3350,,
DB09287,Macrogol 4000,,
DB09287,Macrogol 6000,,
DB09287,PEG,,
DB09287,PEO,,
DB09287,POE,,
DB09287,polyethylene glycol 3350,,
DB09287,polyethylene glycol 4000,,
DB09287,polyethylene glycol 6000,,
DB09287,polyethylene oxide,,
DB09287,polyoxyethylene,,
DB09293,Iodide I-131,,
DB09293,Iodide I-131 ion,,
DB09293,Iodide ion I 131,,
DB09293,"Iodide ion, I-131",,
DB09293,Iodide-131,,
DB09293,iodine I-131,,RxNorm
DB09293,Radioiodine,,
DB09296,"dimethyl ([(2S,5S)-1-(4-tert-butylphenyl)pyrrolidine-2,5-diyl]bis{(4,1-phenylene)carbamoyl(2S)pyrrolidine-2,1-diyl[(2S)-3-methyl-1-oxobutane-1,2-diyl]})biscarbamate",,IUPAC
DB09297,"(2R,6S,12Z,13aR,14aR,16aS)-N-(cyclopropanesulfonyl)-6-[(5-methylpyrazine-2-carbonyl)amino]-5,16-dioxo-2-[(phenanthridin-6-yl)oxy]-1,2,3,6,7,8,9,10,11,13a,14,15,16,16a-tetradecahydrocyclopropa[e]pyrrolo[1,2-a][1,4]diazacyclopentadecine-14a(5H)-carboxamide",,IUPAC
DB09297,Veruprevir,,
DB09298,Silybin A,,
DB09298,Silybin A (constituent of milk thistle),,
DB09298,Silymarin I,,
DB09300,N-butylscopolammonium,,
DB09300,N-butylscopolammonium cation,,
DB09300,N-butylscopolammonium ion,,
DB09301,Chondroitin sulfates,,
DB09306,Incasan,,
DB09306,Inkazan,,
DB09307,Hydroxymaprotiline,,
DB09309,Leucomycin,,
DB09310,Blood Coagulation Factor XIII  (Synthetic Human A-Chain Precursor),,
DB09310,Catridecacog,,
DB09310,Factor XIII A-Subunit (Recombinant),,
DB09310,"HUMAN FACTOR XIII (A2) HOMODIMER (ALLELE F13A*1B), RECOMBINANT DNA ORIGIN",,
DB09310,Recombinant Coagulation Factor XIII,,
DB09311,Policarbofila,Spanish,
DB09311,Polycarbofil,,
DB09311,Polycarbophile,French,
DB09311,Polycarbophilum,Latin,
DB09312,Anti-thymocyte Globulin (Equine),,
DB09312,Anti-thymocyte globulin equine,,
DB09312,eATG,,
DB09312,equine ATG,,
DB09312,Equine thymocyte immune globulin,,
DB09312,hATG,,
DB09312,Horse anti-thymocyte globulin,,
DB09312,Horse ATG,,
DB09312,Lymphocyte immune globulin anti-thymocyte globulin (equine),,
DB09312,"Lymphocyte immune globulin, anti-thymocyte globulin",,
DB09314,(99Tc)pertechnetate,,
DB09314,CPERT,,
DB09314,GPERT,,
DB09314,Pertechnetate-99Tc,,
DB09314,Technetium (99mTc) Pertechnetate,,
DB09314,Technetium Tc 99m Pertechnetate,,RxNorm
DB09315,Xenon (133 xe),,
DB09315,Xenon (133Xe) gas,,
DB09315,Xenon Xe 133,,
DB09315,Xenon XE-133,,
DB09315,"Xenon, Xe-133",,
DB09316,Thallium chloride,,
DB09316,thallium monochloride,,
DB09316,Thallium(I) chloride,,
DB09316,Thallous Chloride Tl-201,,
DB09317,"Estrogens, Conjugated Synthetic A",,
DB09318,"Estrogens, Conjugated Synthetic B",,
DB09319,Carindacillin,,USAN
DB09319,Indanyl carbenicillin,,
DB09320,Penicillin G procaine,,
DB09321,óxido de cinc,Spanish,
DB09321,oxyde de zinc,French,
DB09321,Zinc (as oxide),,
DB09321,Zinc (as zinc oxide),,
DB09321,Zinc white,,
DB09321,Zinci oxydum,Latin,
DB09321,Zincum oxydatum,Latin,
DB09321,Zinkoxid,German,
DB09322,Zinc sulfate (anhydrous),,
DB09322,Zinc sulfate anhydrous,,
DB09322,"Zinc sulfate, anhydrous",,
DB09322,Zinc sulphate anhydrous,,
DB09322,"Zinc sulphate, anhydrous",,
DB09323,Benzathine penicillin,,
DB09323,Benzylpenicillin benzathine,,
DB09323,Penicillin G benzathine,,
DB09324,"(2S,5R)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid 4,4-dioxide",,IUPAC
DB09324,"penicillanic acid 1,1-dioxide",,
DB09324,penicillanic acid sulfone,,
DB09324,Sulbactam Benzathine,,
DB09326,(13N)Ammonia,,
DB09326,Ammonia N 13,,
DB09327,Tegafur/uracil,,
DB09327,UFT,,
DB09327,UFUR,,
DB09328,"Phosphatidylserine, DHA, and EPA",,
DB09329,"Antihemophilic Factor (Recombinant), PEGylated",,
DB09330,Mereletinib,,
DB09330,N-(2-{[2-(dimethylamino)ethyl](methyl)amino}-4-methoxy-5-{[4-(1-methyl-1H-indol-3-yl)pyrimidin-2-yl]amino}phenyl)prop-2-enamide,,IUPAC
DB09331,HuMax-CD38,,
DB09332,Menadiol sodium diphosphate,,
DB09333,Ipodate,,
DB09336,Nofetumomab,,
DB09336,Technetium (99mTc) nofetumomab merpentan,,
DB09336,Technetium Tc 99m nofetumomab merpentan,,
DB09337,Air,,
DB09337,"Air, Compressed",,
DB09337,"Air, medicinal",,
DB09337,"Air, synthetic medicinal",,
DB09338,Mersal,,
DB09339,Indium (111In) imciromab pentetate,,
DB09339,Indium In 111 imciromab pentetate,,
DB09339,Indium In-111 imciromab pentetate,,
DB09339,Indium In-111 myoscint,,
DB09339,Myoscint indium In-111,,
DB09341,Dextrose,,
DB09341,Grape sugar,,
DB09343,"5-chloro-6-(2-iminopyrrolidin-1-yl)methyl-2,4(1H,3H)-pyrimidinedione",,
DB09343,"5-chloro-6-[(2-iminopyrrolidin-1-yl)methyl]-1H-pyrimidine-2,4-dione",,
DB09343,TPI,,
DB09345,Pramoxine,,
DB09347,Acide acetrizoique,French,
DB09347,Urokonic acid,,
DB09348,Propiolactone,,
DB09348,β-propiolactone,,
DB09349,Intrinsic factor,,
DB09351,(S)-betaxolol,,
DB09352,4-(2-aminopropyl)phenol,,
DB09352,4-hydroxyamphetamine,,
DB09352,dl-4-hydroxyamphetamine,,
DB09352,dl-p-hydroxyamphetamine,,
DB09352,Hydroxyamphetamine,,
DB09352,p-hydroxyamphetamine,,
DB09355,N-Benzoylsulfanilamide,,
DB09355,N-Sulfanilylbenzamide,,
DB09355,Sulfabenzamida,Spanish,
DB09355,Sulfabenzamidum,Latin,
DB09355,Sulfabenzoylamide,,
DB09355,Sulfamylbenzamide,,
DB09357,(+)-Panthenol,,
DB09357,"(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",,IUPAC
DB09357,Bepanthen,,
DB09357,Bepanthene,,
DB09357,Bepantol,,
DB09357,D-panthenol,,
DB09357,D-panthenol 50,,
DB09357,D-Pantothenol,,
DB09357,D-Pantothenyl alcohol,,
DB09357,D(+)-Panthenol,,
DB09357,Pantol,,
DB09357,Pantothenyl alcohol,,
DB09357,Provitamin B,,
DB09363,"Alkaloids, rauwolfia",,
DB09363,Alseroxylon,,
DB09363,Rauvolfia serpentina root,,
DB09363,Rauwolfia,,
DB09363,Rauwolfia alkaloids,,
DB09363,Rauwolfia root,,
DB09363,Rauwolfia serpentina,,
DB09363,Rauwolfia serpentina alseroxylon,,
DB09363,Snakeroot,,
DB09364,Merethoxylline procaine,,
DB09366,Propiliodona,Spanish,
DB09366,Propiodone,,
DB09366,Propyliodonum,Latin,
DB09369,"(17-beta)-Estra-1,3,5(10)-triene-3,17-diol polymer with phosphoric acid",,
DB09369,Estradiol phosphate polymer,,
DB09369,Fosfato de poliestradiol,Spanish,
DB09369,Oestradiol phosphate polymer,,
DB09369,Phosphate de polyestradiol,French,
DB09369,Poly(estradiol phosphate),,
DB09369,Polyestradioli phosphas,Latin,
DB09371,Noretynodrel,,WHO-DD
DB09371,Noretynodrelum,Latin,
DB09373,Triethanolamine polypeptide,,
DB09375,alpha-Chymotrypsin,,
DB09375,Chymotrypsin A,,
DB09375,Chymotrypsin B,,
DB09375,Chymotrypsine,French,
DB09375,Chymotrypsinum,Latin,
DB09375,Quimotripsina,Spanish,
DB09378,6alpha-Fluoroprednisolone,,
DB09378,Fluprednisolonum,Latin,
DB09379,Sutilaina,Spanish,
DB09379,Sutilaines,French,
DB09381,Esterified Estrogens,,
DB09381,"Estrogens, Esterified Component of Menrium",,
DB09381,"Estrogens,esterified",,
DB09381,"Menrium Component Estrogens, Esterified",,
DB09389,17-ethynyl-17-hydroxy-18a-homoestr-4-en-3-one,,IUPAC
DB09389,LD norgestrel,,
DB09389,Methylnorethindrone,,
DB09393,Amino acids NOS,,
DB09395,"acetic acid, sodium salt",,
DB09395,"Acetic acid, sodium salt (1:1)",,
DB09395,anhydrous sodium acetate,,
DB09395,Natriumazetat,German,
DB09395,Sodium acetate anhydrous,,
DB09395,"Sodium acetate, anhydrous",,
DB09395,"Sodium acetate,anhydrous",,
DB09397,Technetium (99mTc) sulfur colloid,,
DB09397,Technetium 99m sulfur colloid,,
DB09397,Technetium Tc 99m sulfur colloid,,
DB09397,Technetium Tc-99m Sulfur Colloid,,
DB09398,(18F)-Fluoride,,
DB09398,18F-Fluoride,,
DB09398,Fluoride-18 anion,,
DB09403,Acido iocetamico,Spanish,
DB09403,Acidum iocetamicum,Latin,
DB09407,Anhydrous magnesium chloride,,
DB09407,Magnesium chloride anhydrous,,
DB09409,"Acetic acid, magnesium salt, tetrahydrate",,
DB09409,Magnesium diacetate tetrahydrate,English,
DB09413,Monobasic potassium phosphate,,
DB09413,Monopotassium dihydrogen monophosphate,,
DB09413,Monopotassium dihydrogen orthophosphate,,
DB09413,Monopotassium dihydrogen phosphate,,
DB09413,Monopotassium monophosphate,,
DB09413,Monopotassium orthophosphate,,
DB09413,"Phosphoric acid, monopotassium salt",,
DB09413,Potassium acid phosphate,,
DB09413,Potassium biphosphate,,
DB09413,Potassium dihydrogen orthophosphate,,
DB09413,Potassium dihydrogen phosphate,,
DB09413,Potassium phosphate,,
DB09413,Potassium phosphate monobasic,,WHO-DD
DB09413,Potassium phosphate monobasic (anhydrous),,
DB09413,"Potassium phosphate, monobasic",,
DB09413,"Potassium phosphate,monobasic",,
DB09414,Di-potassium hydrogen phosphate,,
DB09414,Dibasic potassium phosphate,,
DB09414,Dipotassium acid phosphate,,
DB09414,Dipotassium hydrogen monophosphate,,
DB09414,Dipotassium hydrogen orthophosphate,,
DB09414,Dipotassium hydrogen phosphate,,
DB09414,Dipotassium monophosphate,,
DB09414,Kali phosphoricum,,
DB09414,"Phosphoric acid, dipotassium salt",,
DB09414,"Phosphoric acid, potassium salt (1:2)",,
