smpdb_id,name,category,parent_key
SMP01165,phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/17:0cycw7c/14:0),metabolic,DB03994
SMP01167,phospholipid biosynthesis CL(15:0cyclo/17:0cycw7c/17:0cycw7c)/16:0),metabolic,DB03994
SMP01188,phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/18:1(9Z)/14:0),metabolic,DB03994
SMP01194,phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/18:1(9Z)/19:0cycv8c),metabolic,DB03994
SMP01196,phospholipid biosynthesis CL(15:0cyclo/18:1(9Z)/19:0cycv8c/18:1(9Z)),metabolic,DB03994
SMP01208,phospholipid biosynthesis CL(15:0cyclo/19:0cycv8c/16:1(9Z)/19:0cycv8c),metabolic,DB03994
SMP01212,phospholipid biosynthesis CL(15:0cyclo/19:0cycv8c/18:1(9Z)/18:1(9Z)),metabolic,DB03994
SMP01221,phospholipid biosynthesis CL(16:0/14:0/14:0/16:0),metabolic,DB03994
SMP01228,phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/19:0cycv8c/16:1(9Z)) ,metabolic,DB03994
SMP12089,Photosynthesis,metabolic,DB04034
SMP00654,Warburg Effect,metabolic,DB04034
SMP12443,Pentose Phosphate Pathway,metabolic,DB04034
SMP02112,L-lyxose Degradation,metabolic,DB04034
SMP02115,L-arabinose Degradation I,metabolic,DB04034
SMP12094,Calvin-Benson Cycle,metabolic,DB04034
SMP00031,Pentose Phosphate Pathway,metabolic,DB04034
SMP00520,Transaldolase deficiency,disease,DB04034
SMP02345,xylitol degradation,metabolic,DB04034
SMP02406,Riboneogenesis,metabolic,DB04034
SMP00518,Glucose-6-phosphate dehydrogenase deficiency,disease,DB04034
SMP00519,Ribose-5-phosphate isomerase deficiency,disease,DB04034
SMP00814,Ascorbate metabolism,metabolic,DB04034
SMP02117,Xylose Degradation I,metabolic,DB04034
SMP63588,Pentose Phosphate Pathway,metabolic,DB04034
SMP02436,Cholesterol biosynthesis and metabolism CE(10:0),metabolic,DB04038
SMP02381,Steroid Biosynthesis ,metabolic,DB04038
SMP02440,Cholesterol biosynthesis and metabolism CE(16:0),metabolic,DB04038
SMP02435,Cholesterol biosynthesis and metabolism CE(14:0),metabolic,DB04038
SMP02438,Cholesterol biosynthesis and metabolism CE(12:0),metabolic,DB04038
SMP02441,Cholesterol biosynthesis and metabolism CE(18:0),metabolic,DB04038
SMP12021,Flavonoid Biosynthesis (Dihydroflavonol Biosynthesis),metabolic,DB04066
SMP12024,Flavanone Biosynthesis,metabolic,DB04066
SMP00237,3-Methylcrotonyl Coa Carboxylase Deficiency Type I,disease,DB04074
SMP02388,Valine Degradation,metabolic,DB04074
SMP00032,"Valine, Leucine and Isoleucine Degradation",metabolic,DB04074
SMP00173,Beta-Ketothiolase Deficiency,disease,DB04074
SMP00810,L-alanine metabolism,metabolic,DB04074
SMP02460,Valine Degradation,metabolic,DB04074
SMP00138,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,disease,DB04074
SMP00521,3-hydroxyisobutyric acid dehydrogenase deficiency,disease,DB04074
SMP00522,3-hydroxyisobutyric aciduria,disease,DB04074
SMP00848,Pantothenate and CoA Biosynthesis,metabolic,DB04074
SMP63689,"Valine, Leucine and Isoleucine Degradation",metabolic,DB04074
SMP00137,2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency,disease,DB04074
SMP00139,3-Methylglutaconic Aciduria Type I,disease,DB04074
SMP00141,3-Methylglutaconic Aciduria Type IV,disease,DB04074
SMP00199,Maple Syrup Urine Disease,disease,DB04074
SMP00236,Propionic Acidemia,disease,DB04074
SMP02364,Pantothenate and CoA Biosynthesis ,metabolic,DB04074
SMP00140,3-Methylglutaconic Aciduria Type III,disease,DB04074
SMP00200,Methylmalonic Aciduria,disease,DB04074
SMP00238,Isovaleric Aciduria,disease,DB04074
SMP00384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,DB04074
SMP00523,Isobutyryl-coa dehydrogenase deficiency,disease,DB04074
SMP00524,Isovaleric acidemia,disease,DB04074
SMP02355,Pyruvate metabolism,metabolic,DB04074
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB04076
SMP00537,Myoadenylate deaminase deficiency,disease,DB04076
SMP02088,purine ribonucleosides degradation,metabolic,DB04076
SMP00050,Purine Metabolism,metabolic,DB04076
SMP00144,Adenosine Deaminase Deficiency,disease,DB04076
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB04076
SMP02220,Operon: glycine cleavage system inactivation III,signaling,DB04076
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB04076
SMP00427,Azathioprine Action Pathway,drug_action,DB04076
SMP00513,Xanthinuria type II,disease,DB04076
SMP02103,adenosine nucleotides degradation ,metabolic,DB04076
SMP02140,Operon: cytosine transport inactivation II,signaling,DB04076
SMP12052,AMP Degradation (Hypoxanthine Route),metabolic,DB04076
SMP00168,AICA-Ribosiduria,disease,DB04076
SMP00428,Mercaptopurine Action Pathway,drug_action,DB04076
SMP00430,Thioguanine Action Pathway,drug_action,DB04076
SMP00512,Xanthinuria type I,disease,DB04076
SMP02081,adenine and adenosine salvage I,metabolic,DB04076
SMP02204,Operon: de novo purine nucleotide biosynthesis inactivation,signaling,DB04076
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB04076
SMP00203,Molybdenum Cofactor Deficiency,disease,DB04076
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB04076
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB04076
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB04076
SMP02089,purine deoxyribonucleosides degradation,metabolic,DB04076
SMP63668,Purine Metabolism,metabolic,DB04076
SMP02055,Thiazole Biosynthesis I ,metabolic,DB04120
SMP63632,Histidine Metabolism,metabolic,DB04151
SMP00927,purine nucleotides de novo biosynthesis,metabolic,DB04151
SMP00191,Histidinemia,disease,DB04151
SMP00044,Histidine Metabolism,metabolic,DB04151
SMP00001,Citrullinemia Type I,disease,DB04160
SMP00002,Carbamoyl Phosphate Synthetase Deficiency,disease,DB04160
SMP00008,Phenylalanine and Tyrosine Metabolism,metabolic,DB04160
SMP00029,Selenoamino Acid Metabolism,metabolic,DB04160
SMP00033,Methionine Metabolism,metabolic,DB04160
SMP00045,Amino Sugar Metabolism,metabolic,DB04160
SMP00050,Purine Metabolism,metabolic,DB04160
SMP00055,Alanine Metabolism,metabolic,DB04160
SMP00058,Starch and Sucrose Metabolism,metabolic,DB04160
SMP00066,Biotin Metabolism,metabolic,DB04160
SMP00067,Aspartate Metabolism,metabolic,DB04160
SMP00072,Glutamate Metabolism,metabolic,DB04160
SMP00111,Cerivastatin Action Pathway,drug_action,DB04160
SMP00117,Pamidronate Action Pathway,drug_action,DB04160
SMP00131,Atorvastatin Action Pathway,drug_action,DB04160
SMP00144,Adenosine Deaminase Deficiency,disease,DB04160
SMP00172,Beta Ureidopropionase Deficiency,disease,DB04160
SMP00174,Biotinidase Deficiency,disease,DB04160
SMP00178,Dihydropyrimidinase Deficiency,disease,DB04160
SMP00201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,DB04160
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB04160
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB04160
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB04160
SMP00313,Lactic Acidemia,disease,DB04160
SMP00322,Vasopressin Regulation of Water Homeostasis,signaling,DB04160
SMP00334,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),disease,DB04160
SMP00341,Hypermethioninemia,disease,DB04160
SMP00354,Intracellular Signalling Through Prostacyclin Receptor and Prostacyclin,signaling,DB04160
SMP00363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB04160
SMP00385,Homocarnosinosis,disease,DB04160
SMP00237,3-Methylcrotonyl Coa Carboxylase Deficiency Type I,disease,DB04183
SMP63591,Vitamin K Metabolism,metabolic,DB04183
SMP00138,3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,disease,DB04183
SMP00521,3-hydroxyisobutyric acid dehydrogenase deficiency,disease,DB04183
SMP00522,3-hydroxyisobutyric aciduria,disease,DB04183
SMP63689,"Valine, Leucine and Isoleucine Degradation",metabolic,DB04183
SMP00016,Propanoate Metabolism,metabolic,DB04183
SMP00032,"Valine, Leucine and Isoleucine Degradation",metabolic,DB04183
SMP00173,Beta-Ketothiolase Deficiency,disease,DB04183
SMP00198,Malonic Aciduria,disease,DB04183
SMP00137,2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency,disease,DB04183
SMP00139,3-Methylglutaconic Aciduria Type I,disease,DB04183
SMP00141,3-Methylglutaconic Aciduria Type IV,disease,DB04183
SMP00199,Maple Syrup Urine Disease,disease,DB04183
SMP00201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,DB04183
SMP00236,Propionic Acidemia,disease,DB04183
SMP00464,Vitamin K Metabolism,metabolic,DB04183
SMP00140,3-Methylglutaconic Aciduria Type III,disease,DB04183
SMP00200,Methylmalonic Aciduria,disease,DB04183
SMP00238,Isovaleric Aciduria,disease,DB04183
SMP00384,Methylmalonate Semialdehyde Dehydrogenase Deficiency,disease,DB04183
SMP00502,Malonyl-coa decarboxylase deficiency,disease,DB04183
SMP00523,Isobutyryl-coa dehydrogenase deficiency,disease,DB04183
SMP00524,Isovaleric acidemia,disease,DB04183
SMP63656,Propanoate Metabolism,metabolic,DB04183
SMP00570,"Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type",disease,DB04193
SMP00340,Methylenetetrahydrofolate Reductase Deficiency (MTHFRD),disease,DB04193
SMP02444,Threonine Metabolism,metabolic,DB04193
SMP00214,S-Adenosylhomocysteine (SAH) Hydrolase Deficiency,disease,DB04193
SMP00222,Glycine N-methyltransferase Deficiency,disease,DB04193
SMP00177,Cystathionine Beta-Synthase Deficiency,disease,DB04193
SMP00837,threonine biosynthesis,metabolic,DB04193
SMP02310,Methionine metabolism and salvage,metabolic,DB04193
SMP02322,threonine metabolism,metabolic,DB04193
SMP02439,Methionine Metabolism,metabolic,DB04193
SMP63637,Methionine Metabolism,metabolic,DB04193
SMP00033,Methionine Metabolism,metabolic,DB04193
SMP00221,Methionine Adenosyltransferase Deficiency,disease,DB04193
SMP00341,Hypermethioninemia,disease,DB04193
SMP00834,methionine biosynthesis,metabolic,DB04193
SMP00992,Secondary Metabolites: threonine biosynthesis from aspartate,metabolic,DB04193
SMP02309,Cysteine Metabolism,metabolic,DB04193
SMP00239,Saccharopinuria/Hyperlysinemia II,disease,DB04207
SMP00528,Hyperlysinemia II or Saccharopinuria,disease,DB04207
SMP00571,Pyridoxine dependency with seizures,disease,DB04207
SMP00527,"Hyperlysinemia I, Familial",disease,DB04207
SMP63635,Lysine Degradation,metabolic,DB04207
SMP00186,Glutaric Aciduria Type I,disease,DB04207
SMP02337,lysine metabolism,metabolic,DB04207
SMP00037,Lysine Degradation,metabolic,DB04207
SMP00719,2-aminoadipic 2-oxoadipic aciduria,disease,DB04207
SMP02434,Lysine Metabolism,metabolic,DB04207
SMP12025,Flavonol Biosynthesis,metabolic,DB04216
SMP02372,Ubiquinone Biosynthesis ,metabolic,DB04242
SMP63685,Ubiquinone Biosynthesis,metabolic,DB04242
SMP00065,Ubiquinone Biosynthesis,metabolic,DB04242
SMP00997,Secondary Metabolites: Ubiquinol biosynthesis,metabolic,DB04242
SMP02050,Secondary Metabolites: Ubiquinol biosynthesis 2,metabolic,DB04242
SMP63658,Pyrimidine Metabolism,metabolic,DB04252
SMP00202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB04252
SMP00175,Canavan Disease,disease,DB04252
SMP63597,Aspartate Metabolism,metabolic,DB04252
SMP00046,Pyrimidine Metabolism,metabolic,DB04252
SMP00192,Hypoacetylaspartia,disease,DB04252
SMP00067,Aspartate Metabolism,metabolic,DB04252
SMP00172,Beta Ureidopropionase Deficiency,disease,DB04252
SMP00178,Dihydropyrimidinase Deficiency,disease,DB04252
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB04252
SMP00817,Fatty acid Metabolism,metabolic,DB04257
SMP00808,inner membrane transport,metabolic,DB04257
SMP00778,Nitrogen metabolism,metabolic,DB04261
SMP02040,Uracil degradation III,metabolic,DB04261
SMP02111,cyanate degradation,metabolic,DB04261
SMP00983,Secondary Metabolites: Glyoxylate cycle,metabolic,DB04272
SMP01025,TCA cycle (ubiquinol-9)  ,metabolic,DB04272
SMP02295,The Oncogenic Action of Fumarate,disease,DB04272
SMP00546,Congenital lactic acidosis,disease,DB04272
SMP00547,Fumarase deficiency,disease,DB04272
SMP00548,Mitochondrial complex II deficiency,disease,DB04272
SMP00551,Pyruvate dehydrogenase deficiency (E2),disease,DB04272
SMP01023,TCA cycle (ubiquinol-7)  ,metabolic,DB04272
SMP02414,TCA Cycle ,metabolic,DB04272
SMP00057,Citric Acid Cycle,metabolic,DB04272
SMP00466,Transfer of Acetyl Groups into Mitochondria,metabolic,DB04272
SMP01018,TCA cycle (ubiquinol-2),metabolic,DB04272
SMP02298,Glutaminolysis and Cancer,disease,DB04272
SMP02426,Glutamine Metabolism,metabolic,DB04272
SMP63681,Transfer of Acetyl Groups into Mitochondria,metabolic,DB04272
SMP00549,2-ketoglutarate dehydrogenase complex deficiency,disease,DB04272
SMP00654,Warburg Effect,metabolic,DB04272
SMP01026,TCA cycle (ubiquinol-10)  ,metabolic,DB04272
SMP02037,TCA cycle (ubiquinol-0),metabolic,DB04272
SMP02304,TCA Cycle,metabolic,DB04272
SMP02336,Glyoxylate cycle,metabolic,DB04272
SMP63477,Citric Acid Cycle,metabolic,DB04272
SMP00550,Pyruvate dehydrogenase deficiency (E3),disease,DB04272
SMP00802,TCA cycle,metabolic,DB04272
SMP01019,TCA cycle (ubiquinol-3),metabolic,DB04272
SMP01020,TCA cycle (ubiquinol-4),metabolic,DB04272
SMP01021,TCA cycle (ubiquinol-5) ,metabolic,DB04272
SMP01022,TCA cycle (ubiquinol-6) ,metabolic,DB04272
SMP01024,TCA cycle (ubiquinol-8)  ,metabolic,DB04272
SMP02035,glycolate and glyoxylate degradation II,metabolic,DB04272
SMP63693,Tryptophan Metabolism,metabolic,DB04275
SMP00063,Tryptophan Metabolism,metabolic,DB04275
SMP02114,Ribose Degradation,metabolic,DB04286
SMP00003,Argininosuccinic Aciduria,disease,DB04299
SMP00006,Tyrosine Metabolism,metabolic,DB04299
SMP00057,Citric Acid Cycle,metabolic,DB04299
SMP00168,AICA-Ribosiduria,disease,DB04299
SMP00207,Prolidase Deficiency (PD),disease,DB04299
SMP00428,Mercaptopurine Action Pathway,drug_action,DB04299
SMP00430,Thioguanine Action Pathway,drug_action,DB04299
SMP00494,"Tyrosinemia, transient, of the newborn",disease,DB04299
SMP00512,Xanthinuria type I,disease,DB04299
SMP01018,TCA cycle (ubiquinol-2),metabolic,DB04299
SMP01904,2-Oxopent-4-enoate metabolism ,metabolic,DB04299
SMP02047,purine nucleotides de novo biosynthesis 2,metabolic,DB04299
SMP02298,Glutaminolysis and Cancer,disease,DB04299
SMP02420,Proline Metabolism,metabolic,DB04299
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB04299
SMP00360,Hyperprolinemia Type II,disease,DB04299
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB04299
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB04299
SMP00369,Tyrosinemia Type 2 (or Richner-Hanhart syndrome),disease,DB04299
SMP00370,Tyrosinemia Type 3 (TYRO3),disease,DB04299
SMP00427,Azathioprine Action Pathway,drug_action,DB04299
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB04299
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB04299
SMP00506,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome],disease,DB04299
SMP00507,L-arginine:glycine amidinotransferase deficiency,disease,DB04299
SMP00513,Xanthinuria type II,disease,DB04299
SMP00812,arginine metabolism,metabolic,DB04299
SMP00927,purine nucleotides de novo biosynthesis,metabolic,DB04299
SMP00936,Oxidative phosphorylation,metabolic,DB04299
SMP01025,TCA cycle (ubiquinol-9)  ,metabolic,DB04299
SMP02041,Phenylethylamine metabolism,metabolic,DB04325
SMP00039,Glycerolipid Metabolism,metabolic,DB04326
SMP00064,Fructose and Mannose Degradation,metabolic,DB04326
SMP00128,Gluconeogenesis,metabolic,DB04326
SMP00531,"Glycogenosis, Type VII. Tarui disease",disease,DB04326
SMP00573,"Glycogenosis, Type IB",disease,DB04326
SMP00574,"Glycogenosis, Type IC",disease,DB04326
SMP00840,Galactitol and galactonate degradation,metabolic,DB04326
SMP00846,fucose and rhamnose degradation,metabolic,DB04326
SMP00856,Quorum Sensing,signaling,DB04326
SMP00859,Glycolysis,metabolic,DB04326
SMP00930,fructose metabolism,metabolic,DB04326
SMP01041,"phospholipid biosynthesis I (CL(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z)) )",metabolic,DB04326
SMP01042,phospholipid biosynthesis (CL(18:1(9Z)/18:1(9Z)/18:1(9Z)/19:0cycv8c)),metabolic,DB04326
SMP01046,phospholipid biosynthesis (CL(14:0/15:0cyclo/17:0cycw7c/14:0),metabolic,DB04326
SMP01048,phospholipid biosynthesis CL(14:0/16:0/14:0/16:0),metabolic,DB04326
SMP01051,phospholipid biosynthesis CL(14:0/16:0/14:0/19:0cycv8c),metabolic,DB04326
SMP01053,phospholipid biosynthesis CL(14:0/16:0/18:1(9Z)/14:0),metabolic,DB04326
SMP01057,phospholipid biosynthesis CL(14:0/16:1(9Z)/14:0/19:0cycv8c),metabolic,DB04326
SMP01058,phospholipid biosynthesis CL(14:0/16:1(9Z)/18:1(9Z)/14:0),metabolic,DB04326
SMP01065,phospholipid biosynthesis CL(14:0/18:1(9Z)/19:0cycv8c/14:0),metabolic,DB04326
SMP01066,phospholipid biosynthesis CL(14:0/19:0cycv8c/14:0/17:0cycw7c),metabolic,DB04326
SMP01071,phospholipid biosynthesis CL(15:0cyclo/14:0/17:0cycw7c/14:0),metabolic,DB04326
SMP01072,phospholipid biosynthesis CL(15:0cyclo/14:0/17:0cycw7c/17:0cycw7c),metabolic,DB04326
SMP01076,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/14:0/16:1(9Z)),metabolic,DB04326
SMP01085,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:0/18:1(9Z)),metabolic,DB04326
SMP01091,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/16:1(9Z)/19:0cycv8c),metabolic,DB04326
SMP01098,phospholipid biosynthesis  CL(15:0cyclo/15:0cyclo/18:1(9Z)/15:0cyclo),metabolic,DB04326
SMP01102,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/18:1(9Z)/19:0cycv8c),metabolic,DB04326
SMP01103,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/14:0),metabolic,DB04326
SMP01105,phospholipid biosynthesis CL(15:0cyclo/15:0cyclo/19:0cycv8c/16:0),metabolic,DB04326
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB04335
SMP00537,Myoadenylate deaminase deficiency,disease,DB04335
SMP02088,purine ribonucleosides degradation,metabolic,DB04335
SMP00050,Purine Metabolism,metabolic,DB04335
SMP00144,Adenosine Deaminase Deficiency,disease,DB04335
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB04335
SMP00168,AICA-Ribosiduria,disease,DB04335
SMP00428,Mercaptopurine Action Pathway,drug_action,DB04335
SMP00430,Thioguanine Action Pathway,drug_action,DB04335
SMP00512,Xanthinuria type I,disease,DB04335
SMP02081,adenine and adenosine salvage I,metabolic,DB04335
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB04335
SMP00427,Azathioprine Action Pathway,drug_action,DB04335
SMP00513,Xanthinuria type II,disease,DB04335
SMP02083,adenine and adenosine salvage II,metabolic,DB04335
SMP02103,adenosine nucleotides degradation ,metabolic,DB04335
SMP12052,AMP Degradation (Hypoxanthine Route),metabolic,DB04335
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB04335
SMP00203,Molybdenum Cofactor Deficiency,disease,DB04335
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB04335
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB04335
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB04335
SMP63668,Purine Metabolism,metabolic,DB04335
SMP00223,Non Ketotic Hyperglycinemia,disease,DB04343
SMP00352,Primary Hyperoxaluria Type I,disease,DB04343
SMP00484,Dimethylglycine Dehydrogenase Deficiency,disease,DB04343
SMP00055,Alanine Metabolism,metabolic,DB04343
SMP00313,Lactic Acidemia,disease,DB04343
SMP02336,Glyoxylate cycle,metabolic,DB04343
SMP00485,"Hyperglycinemia, non-ketotic",disease,DB04343
SMP02428,Glycine Metabolism,metabolic,DB04343
SMP12066,Urate Degradation to Glyoxylate,metabolic,DB04343
SMP63626,Glycine and Serine Metabolism,metabolic,DB04343
SMP00350,Pyruvate Carboxylase Deficiency,disease,DB04343
SMP00721,3-Phosphoglycerate dehydrogenase deficiency,disease,DB04343
SMP00847,glycolate and glyoxylate degradation,metabolic,DB04343
SMP00983,Secondary Metabolites: Glyoxylate cycle,metabolic,DB04343
SMP12467,Butanoate Metabolism,metabolic,DB04343
SMP00004,Glycine and Serine Metabolism,metabolic,DB04343
SMP00179,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),disease,DB04343
SMP00242,Dimethylglycine Dehydrogenase Deficiency,disease,DB04343
SMP00244,Sarcosinemia,disease,DB04343
SMP02035,glycolate and glyoxylate degradation II,metabolic,DB04343
SMP02320,glycine metabolism,metabolic,DB04343
SMP63586,Alanine Metabolism,metabolic,DB04343
SMP00315,Cerebrotendinous Xanthomatosis (CTX),disease,DB04348
SMP00035,Bile Acid Biosynthesis,metabolic,DB04348
SMP00317,Familial Hypercholanemia (FHCA),disease,DB04348
SMP00720,27-Hydroxylase Deficiency,disease,DB04348
SMP63601,Bile Acid Biosynthesis,metabolic,DB04348
SMP00314,Congenital Bile Acid Synthesis Defect Type II,disease,DB04348
SMP00316,Zellweger Syndrome,disease,DB04348
SMP00318,Congenital Bile Acid Synthesis Defect Type III,disease,DB04348
SMP00821,cysteine biosynthesis ,metabolic,DB04370
SMP12004,Arginine and Proline Metabolism,metabolic,DB04388
SMP00363,Ornithine Aminotransferase Deficiency (OAT Deficiency),disease,DB04388
SMP00020,Arginine and Proline Metabolism,metabolic,DB04388
SMP00208,Prolinemia Type II,disease,DB04388
SMP00361,Hyperprolinemia Type I,disease,DB04388
SMP00207,Prolidase Deficiency (PD),disease,DB04388
SMP02303,Glutamate Metabolism,metabolic,DB04388
SMP02420,Proline Metabolism,metabolic,DB04388
SMP00188,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),disease,DB04388
SMP00360,Hyperprolinemia Type II,disease,DB04388
SMP00362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,DB04388
SMP00504,"Creatine deficiency, guanidinoacetate methyltransferase deficiency",disease,DB04388
SMP00505,Hyperornithinemia with gyrate atrophy (HOGA),disease,DB04388
SMP00506,Hyperornithinemia-hyperammonemia-homocitrullinuria [HHH-syndrome],disease,DB04388
SMP00507,L-arginine:glycine amidinotransferase deficiency,disease,DB04388
SMP00815,proline metabolism,metabolic,DB04388
SMP02297,Proline Metabolism ,metabolic,DB04388
SMP02416,Arginine Metabolism,metabolic,DB04388
SMP63596,Arginine and Proline Metabolism,metabolic,DB04388
SMP00940,sulfur metabolism (butanesulfonate),metabolic,DB04401
SMP00943,sulfur metabolism (isethionate),metabolic,DB04401
SMP00944,sulfur metabolism (methanesulfonate),metabolic,DB04401
SMP00123,Betaine Metabolism,metabolic,DB04401
SMP12047,Glycine Betaine Biosynthesis I,metabolic,DB04401
SMP00941,sulfur metabolism (propanesulfonate),metabolic,DB04401
SMP00942,sulfur metabolism (ethanesulfonate),metabolic,DB04401
SMP02313,Sarcosine Oncometabolite Pathway ,disease,DB04401
SMP12048,Glycine Betaine Biosynthesis II,metabolic,DB04401
SMP63600,Betaine Metabolism,metabolic,DB04401
SMP00927,purine nucleotides de novo biosynthesis,metabolic,DB04418
SMP02047,purine nucleotides de novo biosynthesis 2,metabolic,DB04418
SMP02377,purine nucleotides de novo biosynthesis ,metabolic,DB04418
SMP00364,Lesch-Nyhan Syndrome (LNS),disease,DB04457
SMP00537,Myoadenylate deaminase deficiency,disease,DB04457
SMP00365,Gout or Kelley-Seegmiller Syndrome,disease,DB04457
SMP00427,Azathioprine Action Pathway,drug_action,DB04457
SMP00513,Xanthinuria type II,disease,DB04457
SMP00050,Purine Metabolism,metabolic,DB04457
SMP00144,Adenosine Deaminase Deficiency,disease,DB04457
SMP00220,Xanthine Dehydrogenase Deficiency (Xanthinuria),disease,DB04457
SMP00168,AICA-Ribosiduria,disease,DB04457
SMP00428,Mercaptopurine Action Pathway,drug_action,DB04457
SMP00430,Thioguanine Action Pathway,drug_action,DB04457
SMP00512,Xanthinuria type I,disease,DB04457
SMP00167,Adenylosuccinate Lyase Deficiency,disease,DB04457
SMP00203,Molybdenum Cofactor Deficiency,disease,DB04457
SMP00210,Purine Nucleoside Phosphorylase Deficiency,disease,DB04457
SMP00535,Adenine phosphoribosyltransferase deficiency (APRT),disease,DB04457
SMP00536,Mitochondrial DNA depletion syndrome,disease,DB04457
SMP63668,Purine Metabolism,metabolic,DB04457
SMP00342,Hereditary Coproporphyria (HCP),disease,DB04461
SMP63655,Porphyrin Metabolism,metabolic,DB04461
SMP00024,Porphyrin Metabolism,metabolic,DB04461
SMP00344,Acute Intermittent Porphyria,disease,DB04461
SMP00345,Congenital Erythropoietic Porphyria (CEP) or Gunther Disease,disease,DB04461
SMP00346,Porphyria Variegata (PV),disease,DB04461
SMP02363,Porphyrin Metabolism ,metabolic,DB04461
SMP00973,Lac Operon  Inactivation 1,signaling,DB04465
SMP00457,Lactose Degradation,metabolic,DB04465
SMP00580,GLUT-1 deficiency syndrome,disease,DB04465
SMP63634,Lactose Synthesis,metabolic,DB04465
SMP00182,Galactosemia,disease,DB04465
SMP00458,Lactose Intolerance,disease,DB04465
SMP00971,Lac Operon ,signaling,DB04465
SMP00972,Lac Operon Inactivation 2,signaling,DB04465
SMP00043,Galactose Metabolism,metabolic,DB04465
SMP00841,galactose metabolism,metabolic,DB04465
SMP63625,Galactose Metabolism,metabolic,DB04465
SMP63633,Lactose Degradation,metabolic,DB04465
SMP00444,Lactose Synthesis,metabolic,DB04465
SMP00579,Congenital disorder of glycosylation CDG-IId,disease,DB04465
SMP00808,inner membrane transport,metabolic,DB04465
SMP00903,galactose degradation/Leloir Pathway,metabolic,DB04465
SMP02073,salvage pathways of pyrimidine deoxyribonucleotides,metabolic,DB04485
SMP00046,Pyrimidine Metabolism,metabolic,DB04485
SMP02075,pyrimidine deoxyribonucleosides degradation,metabolic,DB04485
SMP63658,Pyrimidine Metabolism,metabolic,DB04485
SMP00202,MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy),disease,DB04485
SMP12077,Pyrimidine Deoxyribonucleosides Salvage,metabolic,DB04485
SMP00172,Beta Ureidopropionase Deficiency,disease,DB04485
SMP00178,Dihydropyrimidinase Deficiency,disease,DB04485
SMP00219,UMP Synthase Deficiency (Orotic Aciduria),disease,DB04485
SMP01038,fatty acid oxidation (octanoate),metabolic,DB04519
