category,mesh-id,parent_key
Sodium,D012964,DB09153
Sodium Compounds,D017670,DB09153
"Acids, Acyclic",D000144,DB09154
Antacids and Adsorbents,,DB09154
Anticoagulants,D000925,DB09154
Blood and Blood Forming Organs,,DB09154
Blood Substitutes and Perfusion Solutions,,DB09154
Buffers,D002021,DB09154
Calculi Dissolution Agent,,DB09154
Carboxylic Acids,D002264,DB09154
Citric Acid Derivatives,,DB09154
Irrigating Solutions,,DB09154
Laboratory Chemicals,D019995,DB09154
Miscellaneous Anticoagulants,,DB09154
Miscellaneous GI Drugs,,DB09154
Salt Solutions,,DB09154
Specialty Uses of Chemicals,D020313,DB09154
Tricarboxylic Acids,D014233,DB09154
Urinary Alkalinisers,,DB09154
Elements,D004602,DB09155
Gases,D005740,DB09155
Medical Gases,,DB09155
Miscellaneous Therapeutic Agents,,DB09155
Noble Gases,D005741,DB09155
Other Miscellaneous Therapeutic Agents,,DB09155
"Acids, Carbocyclic",D000146,DB09156
Benzene Derivatives,D001555,DB09156
Benzoates,D001565,DB09156
Carboxylic Acids,D002264,DB09156
Contrast Media,D003287,DB09156
Diagnostic Uses of Chemicals,D064907,DB09156
Hydrocarbons,D006838,DB09156
"Hydrocarbons, Aromatic",D006841,DB09156
"Hydrocarbons, Cyclic",D006844,DB09156
Iodinated Contrast Agents,,DB09156
Iodobenzoates,D007463,DB09156
Radiographic Contrast Agent,,DB09156
Roentgenography,D011859,DB09156
Specialty Uses of Chemicals,D020313,DB09156
Triiodobenzoic Acids,D014283,DB09156
"Watersoluble, Nephrotropic, Low Osmolar X-Ray Contrast Media",,DB09156
"X-Ray Contrast Media, Iodinated",,DB09156
Anions,D000838,DB09157
"Carbon Compounds, Inorganic",D017554,DB09157
Electrolytes,D004573,DB09157
Gases,D005740,DB09157
Ions,D007477,DB09157
Medical Gases,,DB09157
Miscellaneous Therapeutic Agents,,DB09157
Other Diagnostics,,DB09157
Other Miscellaneous Therapeutic Agents,,DB09157
Oxides,D010087,DB09157
Oxygen Compounds,D017601,DB09157
Radiographic Contrast Agent,,DB09157
Acids,D000143,DB09158
"Acids, Noncarboxylic",D000148,DB09158
Arylsulfonates,D001190,DB09158
Arylsulfonic Acids,D017739,DB09158
Azo Compounds,D001391,DB09158
Coloring Agents,D004396,DB09158
Diagnostic Dye,,DB09158
Hydrocarbons,D006838,DB09158
"Hydrocarbons, Aromatic",D006841,DB09158
"Hydrocarbons, Cyclic",D006844,DB09158
Naphthalenes,D009281,DB09158
Naphthalenesulfonates,D009282,DB09158
Ocular Disorders,,DB09158
Polycyclic Compounds,D011083,DB09158
"Polycyclic Hydrocarbons, Aromatic",D011084,DB09158
Specialty Uses of Chemicals,D020313,DB09158
Sulfonic Acids,D013451,DB09158
Sulfur Acids,D013456,DB09158
Sulfur Compounds,D013457,DB09158
Cardiovascular System,D002319,DB09160
Diagnostic Radiopharmaceuticals,,DB09160
Technetium (99Mtc) Compounds,,DB09160
Cardiovascular System,D002319,DB09161
Diagnostic Radiopharmaceuticals,,DB09161
Diagnostic Uses of Chemicals,D064907,DB09161
Indicators and Reagents,D007202,DB09161
Laboratory Chemicals,D019995,DB09161
Nitriles,D009570,DB09161
Organometallic Compounds,D009942,DB09161
Organotechnetium Compounds,D015609,DB09161
P-glycoprotein/ABCB1 Substrates,,DB09161
Radioactive Diagnostic Agent,,DB09161
Radiopharmaceuticals,D019275,DB09161
Specialty Uses of Chemicals,D020313,DB09161
Technetium (99Mtc) Compounds,,DB09161
Amines,D000588,DB09163
Central Nervous System,D002490,DB09163
Diagnostic Radiopharmaceuticals,,DB09163
Diagnostic Uses of Chemicals,D064907,DB09163
Hydroxylamines,D006898,DB09163
Indicators and Reagents,D007202,DB09163
Laboratory Chemicals,D019995,DB09163
Organometallic Compounds,D009942,DB09163
Organotechnetium Compounds,D015609,DB09163
Oximes,D010091,DB09163
Radioactive Diagnostic Agent,,DB09163
Radiopharmaceuticals,D019275,DB09163
Specialty Uses of Chemicals,D020313,DB09163
Technetium (99Mtc) Compounds,,DB09163
"Acids, Acyclic",D000144,DB09164
Amino Acids,D000596,DB09164
"Amino Acids, Cyclic",D000598,DB09164
"Amino Acids, Peptides, and Proteins",D000602,DB09164
Carboxylic Acids,D002264,DB09164
Diagnostic Radiopharmaceuticals,,DB09164
Diagnostic Uses of Chemicals,D064907,DB09164
Hepatic and Reticulo Endothelial System,,DB09164
Imines,D007097,DB09164
Imino Acids,D007098,DB09164
Indicators and Reagents,D007202,DB09164
Laboratory Chemicals,D019995,DB09164
Organometallic Compounds,D009942,DB09164
Organotechnetium Compounds,D015609,DB09164
Radioactive Diagnostic Agent,,DB09164
Radiopharmaceuticals,D019275,DB09164
Specialty Uses of Chemicals,D020313,DB09164
Technetium (99Mtc) Compounds,,DB09164
Acids,D000143,DB09165
"Acids, Noncarboxylic",D000148,DB09165
Anions,D000838,DB09165
Diagnostic Radiopharmaceuticals,,DB09165
Diagnostic Uses of Chemicals,D064907,DB09165
Diphosphates,D011756,DB09165
Electrolytes,D004573,DB09165
Indicators and Reagents,D007202,DB09165
Ions,D007477,DB09165
Laboratory Chemicals,D019995,DB09165
Phosphates,D010710,DB09165
Phosphoric Acids,D010756,DB09165
Phosphorus Acids,D017976,DB09165
Phosphorus Compounds,D017553,DB09165
Polyphosphates,D011122,DB09165
Radioactive Diagnostic Agent,,DB09165
Radiopharmaceuticals,D019275,DB09165
Skeleton,D012863,DB09165
Specialty Uses of Chemicals,D020313,DB09165
Technetium (99Mtc) Compounds,,DB09165
Technetium Compounds,D017556,DB09165
Anti-Anxiety Agents,D014151,DB09166
Benzazepines,D001552,DB09166
Benzodiazepine hypnotics and sedatives,,DB09166
Benzodiazepines and benzodiazepine derivatives,D001569,DB09166
Benzodiazepinones,D001570,DB09166
Central Nervous System Agents,D002491,DB09166
Central Nervous System Depressants,D002492,DB09166
Heterocyclic Compounds,D006571,DB09166
"Heterocyclic Compounds, 2-Ring",D006574,DB09166
Hypnotics and Sedatives,D006993,DB09166
Muscle Relaxants,,DB09166
"Muscle Relaxants, Centrally Acting Agents",,DB09166
Nervous System,D009420,DB09166
Psycholeptics,,DB09166
Psychotropic Drugs,D011619,DB09166
Tranquilizing Agents,D014149,DB09166
Adrenergic Agents,D018663,DB09167
Adrenergic alpha-2 Receptor Antagonists,D058669,DB09167
Adrenergic Uptake Inhibitors,D018759,DB09167
Anticholinergic Agents,D018680,DB09167
Antidepressive Agents,D000928,DB09167
"Antidepressive Agents, Tricyclic",D000929,DB09167
Central Nervous System Agents,D002491,DB09167
Central Nervous System Depressants,D002492,DB09167
Combined Inhibitors of Serotonin/Norepinephrine Reuptake,,DB09167
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB09167
Cytochrome P-450 CYP1A2 Inhibitors (moderate),,DB09167
Cytochrome P-450 Enzyme Inhibitors,D065607,DB09167
Dibenzothiepins,D003988,DB09167
Heterocyclic Compounds,D006571,DB09167
"Heterocyclic Compounds, 1-Ring",D006573,DB09167
"Heterocyclic Compounds, 3-Ring",D006575,DB09167
Histamine Antagonists,D006633,DB09167
Histamine H1 Antagonists,D006634,DB09167
Membrane Transport Modulators,D049990,DB09167
Muscarinic Antagonists,D018727,DB09167
Nervous System,D009420,DB09167
Neurotransmitter Agents,D018377,DB09167
Neurotransmitter Uptake Inhibitors,D014179,DB09167
Non-Selective Monoamine Reuptake Inhibitors,,DB09167
Psychoanaleptics,,DB09167
Psychotropic Drugs,D011619,DB09167
Serotonin 5-HT1 Receptor Antagonists,D058829,DB09167
Serotonin 5-HT2 Receptor Antagonists,D058830,DB09167
Serotonin Receptor Antagonists,D012702,DB09167
Sulfur Compounds,D013457,DB09167
Thiepins,D013846,DB09167
Heterocyclic Compounds,D006571,DB09169
"Heterocyclic Compounds, 1-Ring",D006573,DB09169
Piperidines,D010880,DB09169
Azoles,D001393,DB09172
Heterocyclic Compounds,D006571,DB09172
"Heterocyclic Compounds, 1-Ring",D006573,DB09172
Piperidines,D010880,DB09172
Analgesics,D000700,DB09174
Central Nervous System Agents,D002491,DB09174
Central Nervous System Depressants,D002492,DB09174
Heterocyclic Compounds,D006571,DB09174
"Heterocyclic Compounds, 1-Ring",D006573,DB09174
Narcotics,D009294,DB09174
Opioids,D000701,DB09174
Peripheral Nervous System Agents,D018373,DB09174
Piperidines,D010880,DB09174
Sensory System Agents,D018689,DB09174
Heterocyclic Compounds,D006571,DB09175
"Heterocyclic Compounds, 1-Ring",D006573,DB09175
Piperidines,D010880,DB09175
Heterocyclic Compounds,D006571,DB09177
"Heterocyclic Compounds, 1-Ring",D006573,DB09177
Amines,D000588,DB09178
Aminopyridines,D000631,DB09178
Heterocyclic Compounds,D006571,DB09178
"Heterocyclic Compounds, 1-Ring",D006573,DB09178
Pyridines,D011725,DB09178
Heterocyclic Compounds,D006571,DB09179
"Heterocyclic Compounds, 1-Ring",D006573,DB09179
Piperidines,D010880,DB09179
Azoles,D001393,DB09181
Heterocyclic Compounds,D006571,DB09181
"Heterocyclic Compounds, 1-Ring",D006573,DB09181
Heterocyclic Compounds,D006571,DB09182
"Heterocyclic Compounds, 1-Ring",D006573,DB09182
Piperidines,D010880,DB09182
Amides,D000577,DB09183
Antiinfectives for Systemic Use,,DB09183
Antivirals for Systemic Use,,DB09183
BCRP/ABCG2 Inhibitors,,DB09183
Direct Acting Antivirals,,DB09183
Heterocyclic Compounds,D006571,DB09183
"Heterocyclic Compounds, 1-Ring",D006573,DB09183
"Ombitasvir, Paritaprevir, Ritonavir, and Dasabuvir",,DB09183
P-glycoprotein/ABCB1 Substrates,,DB09183
Pyrimidines,D011743,DB09183
Pyrimidinones,D011744,DB09183
Sulfones,D013450,DB09183
Sulfur Compounds,D013457,DB09183
Adrenergic Uptake Inhibitors,D018759,DB09184
Alcohols,D000438,DB09184
Antidepressive Agents,D000928,DB09184
Central Nervous System Depressants,D002492,DB09184
Heterocyclic Compounds,D006571,DB09184
"Heterocyclic Compounds, 1-Ring",D006573,DB09184
Oxazines,D010078,DB09184
Adrenergic Agents,D018663,DB09185
Adrenergic Uptake Inhibitors,D018759,DB09185
Antidepressive Agents,D000928,DB09185
"Antidepressive Agents, Second-Generation",D018687,DB09185
Central Nervous System Agents,D002491,DB09185
Central Nervous System Depressants,D002492,DB09185
Heterocyclic Compounds,D006571,DB09185
"Heterocyclic Compounds, 1-Ring",D006573,DB09185
Membrane Transport Modulators,D049990,DB09185
Morpholines,D009025,DB09185
Nervous System,D009420,DB09185
Neurotransmitter Agents,D018377,DB09185
Neurotransmitter Uptake Inhibitors,D014179,DB09185
Oxazines,D010078,DB09185
Psychoanaleptics,,DB09185
Psychotropic Drugs,D011619,DB09185
Adrenergic Uptake Inhibitors,D018759,DB09186
Amines,D000588,DB09186
Antidepressive Agents,D000928,DB09186
Central Nervous System Depressants,D002492,DB09186
"Norepinephrine, antagonists & inhibitors",,DB09186
Propylamines,D011437,DB09186
Adrenergic Uptake Inhibitors,D018759,DB09187
Antidepressive Agents,D000928,DB09187
Central Nervous System Depressants,D002492,DB09187
Heterocyclic Compounds,D006571,DB09187
"Heterocyclic Compounds, 1-Ring",D006573,DB09187
"Heterocyclic Compounds, 2-Ring",D006574,DB09187
Pyrans,D011714,DB09187
Heterocyclic Compounds,D006571,DB09189
"Heterocyclic Compounds, 2-Ring",D006574,DB09189
Adrenergic Uptake Inhibitors,D018759,DB09190
Amines,D000588,DB09190
Antidepressive Agents,D000928,DB09190
Carbon Radioisotopes,D002250,DB09190
Central Nervous System Depressants,D002492,DB09190
Heterocyclic Compounds,D006571,DB09190
"Heterocyclic Compounds, 2-Ring",D006574,DB09190
Heterocyclic Compounds,D006571,DB09191
"Heterocyclic Compounds, 1-Ring",D006573,DB09191
Sulfur Compounds,D013457,DB09191
Heterocyclic Compounds,D006571,DB09192
"Heterocyclic Compounds, 2-Ring",D006574,DB09192
Adrenergic alpha-2 Receptor Antagonists,D058669,DB09194
Antidepressive Agents,D000928,DB09194
Central Nervous System Depressants,D002492,DB09194
Combined Inhibitors of Serotonin/Norepinephrine Reuptake,,DB09194
Heterocyclic Compounds,D006571,DB09194
"Heterocyclic Compounds, 1-Ring",D006573,DB09194
Nervous System,D009420,DB09194
Piperazines,D010879,DB09194
Psychoanaleptics,,DB09194
Pyridines,D011725,DB09194
Pyridones,D011728,DB09194
Serotonin 5-HT2 Receptor Agonists,D058826,DB09194
Serotonin 5-HT2 Receptor Antagonists,D058830,DB09194
Serotonin Receptor Agonists,D017366,DB09194
Serotonin Receptor Antagonists,D012702,DB09194
Adrenergic alpha-2 Receptor Antagonists,D058669,DB09195
Serotonin 5-HT2 Receptor Antagonists,D058830,DB09195
Serotonin Receptor Antagonists,D012702,DB09195
Heterocyclic Compounds,D006571,DB09196
"Heterocyclic Compounds, 1-Ring",D006573,DB09196
Oxazines,D010078,DB09196
Heterocyclic Compounds,D006571,DB09197
"Heterocyclic Compounds, 1-Ring",D006573,DB09197
Azoles,D001393,DB09198
Blood Glucose Lowering Agents,D007004,DB09198
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB09198
Cytochrome P-450 CYP1A2 Inhibitors (moderate),,DB09198
Cytochrome P-450 Enzyme Inhibitors,D065607,DB09198
Heterocyclic Compounds,D006571,DB09198
"Heterocyclic Compounds, 1-Ring",D006573,DB09198
"PPAR alpha, agonists",,DB09198
"PPAR gamma, agonists",,DB09198
Sulfur Compounds,D013457,DB09198
Thiazoles,D013844,DB09198
Thiazolidinediones,D045162,DB09198
Azoles,D001393,DB09199
Blood Glucose Lowering Agents,D007004,DB09199
Heterocyclic Compounds,D006571,DB09199
"Heterocyclic Compounds, 1-Ring",D006573,DB09199
Sulfur Compounds,D013457,DB09199
Thiazoles,D013844,DB09199
Thiazolidinediones,D045162,DB09199
Azoles,D001393,DB09200
Blood Glucose Lowering Agents,D007004,DB09200
Heterocyclic Compounds,D006571,DB09200
"Heterocyclic Compounds, 1-Ring",D006573,DB09200
Sulfur Compounds,D013457,DB09200
Thiazoles,D013844,DB09200
Thiazolidinediones,D045162,DB09200
Azoles,D001393,DB09201
Blood Glucose Lowering Agents,D007004,DB09201
Heterocyclic Compounds,D006571,DB09201
"Heterocyclic Compounds, 1-Ring",D006573,DB09201
Sulfur Compounds,D013457,DB09201
Thiazoles,D013844,DB09201
Thiazolidinediones,D045162,DB09201
Adrenergic Agents,D018663,DB09202
Adrenergic Agonists,D000322,DB09202
Adrenergic alpha-1 Receptor Agonists,D058646,DB09202
Adrenergic alpha-2 Receptor Antagonists,D058669,DB09202
Adrenergic alpha-Agonists,D000316,DB09202
Azoles,D001393,DB09202
Cardiovascular Agents,D002317,DB09202
Heterocyclic Compounds,D006571,DB09202
"Heterocyclic Compounds, 1-Ring",D006573,DB09202
Nasal Decongestants,D014663,DB09202
Neurotransmitter Agents,D018377,DB09202
Respiratory System Agents,D019141,DB09202
Vasoconstrictor Agents,D014662,DB09202
Adrenergic Agents,D018663,DB09203
Adrenergic Agonists,D000322,DB09203
Adrenergic alpha-Agonists,D000316,DB09203
Adrenergic and Dopaminergic Agents,,DB09203
Alcohols,D000438,DB09203
Amines,D000588,DB09203
Amino Alcohols,D000605,DB09203
Autonomic Agents,D001337,DB09203
Biogenic Amines,D001679,DB09203
Biogenic Monoamines,D015306,DB09203
Cardiac Stimulants Excl. Cardiac Glycosides,,DB09203
Cardiac Therapy,,DB09203
Cardiovascular Agents,D002317,DB09203
Cardiovascular System,D002319,DB09203
Decongestants and Antiallergics,,DB09203
Ethanolamines,D004983,DB09203
Nasal Decongestants,D014663,DB09203
Neurotransmitter Agents,D018377,DB09203
Ophthalmologicals,,DB09203
Peripheral Nervous System Agents,D018373,DB09203
Respiratory System Agents,D019141,DB09203
Sensory Organs,,DB09203
Sympathomimetics,D013566,DB09203
Sympathomimetics Used as Decongestants,,DB09203
Tyramine,D014439,DB09203
Vasoconstrictor Agents,D014662,DB09203
Adrenergic Agents,D018663,DB09204
Adrenergic alpha-Antagonists,D000317,DB09204
Adrenergic Antagonists,D018674,DB09204
Adrenergic beta-Antagonists,D000319,DB09204
Alcohols,D000438,DB09204
Amines,D000588,DB09204
Amino Alcohols,D000605,DB09204
Hypotensive Agents,,DB09204
Neurotransmitter Agents,D018377,DB09204
Propanols,D020005,DB09204
Adrenergic Agents,D018663,DB09205
Adrenergic alpha-Antagonists,D000317,DB09205
Adrenergic Antagonists,D018674,DB09205
Amines,D000588,DB09205
Autonomic Agents,D001337,DB09205
Cardiovascular Agents,D002317,DB09205
Cardiovascular System,D002319,DB09205
Dimethylamines,D004123,DB09205
Drugs Used in Erectile Dysfunction,,DB09205
Genito Urinary System and Sex Hormones,,DB09205
Methylamines,D008744,DB09205
Miotics,D008916,DB09205
Neurotransmitter Agents,D018377,DB09205
Peripheral Nervous System Agents,D018373,DB09205
Peripheral Vasodilators,,DB09205
Sympatholytics,D013565,DB09205
Urologicals,,DB09205
Vasodilating Agents,D014665,DB09205
Adrenergic Agents,D018663,DB09206
Adrenergic alpha-1 Receptor Antagonists,D058668,DB09206
Adrenergic alpha-Antagonists,D000317,DB09206
Adrenergic Antagonists,D018674,DB09206
"Antiadrenergic Agents, Peripherally Acting",,DB09206
Antihypertensive Agents,D000959,DB09206
Cardiovascular Agents,D002317,DB09206
Cardiovascular System,D002319,DB09206
Heterocyclic Compounds,D006571,DB09206
"Heterocyclic Compounds, 1-Ring",D006573,DB09206
Neurotransmitter Agents,D018377,DB09206
Vasodilating Agents,D014665,DB09206
Antiemetics Antagonists,,DB09207
Dopamine Agents,D015259,DB09207
Dopamine Antagonists,D018492,DB09207
Dopamine D2 Receptor Antagonists,D065127,DB09207
Heterocyclic Compounds,D006571,DB09207
"Heterocyclic Compounds, 1-Ring",D006573,DB09207
Neurotransmitter Agents,D018377,DB09207
Alcohols,D000438,DB09208
Antigout Preparations,,DB09208
Biomedical and Dental Materials,D001697,DB09208
Enzymes,D004798,DB09208
Enzymes and Coenzymes,D045762,DB09208
"Enzymes, Immobilized",D004800,DB09208
Ethylene Glycols,D005026,DB09208
Glycols,D006018,DB09208
Macromolecular Substances,D046911,DB09208
Manufactured Materials,D008420,DB09208
Musculo-Skeletal System,,DB09208
Oxidoreductases,D010088,DB09208
Polymers,D011108,DB09208
Specialty Uses of Chemicals,D020313,DB09208
"Technology, Industry, and Agriculture",D013676,DB09208
Uric Acid-specific Enzyme,,DB09208
Alkaloids,D000470,DB09209
Analgesics,D000700,DB09209
Antitussive Agents,D000996,DB09209
Central Nervous System Agents,D002491,DB09209
Cough and Cold Preparations,,DB09209
Heterocyclic Compounds,D006571,DB09209
Heterocyclic Compounds with 4 or More Rings,D006576,DB09209
"Heterocyclic Compounds, 1-Ring",D006573,DB09209
"Heterocyclic Compounds, Bridged-Ring",D006572,DB09209
Hydrocarbons,D006838,DB09209
"Hydrocarbons, Aromatic",D006841,DB09209
"Hydrocarbons, Cyclic",D006844,DB09209
Morphinans,D009019,DB09209
Morphine Derivatives,D009022,DB09209
Opiate Alkaloids,D053610,DB09209
Opium Alkaloids and Derivatives,,DB09209
Oxazines,D010078,DB09209
Peripheral Nervous System Agents,D018373,DB09209
Phenanthrenes,D010616,DB09209
Polycyclic Compounds,D011083,DB09209
"Polycyclic Hydrocarbons, Aromatic",D011084,DB09209
Respiratory System,D012137,DB09209
Respiratory System Agents,D019141,DB09209
Sensory System Agents,D018689,DB09209
Acetamides,D000081,DB09210
Acetates,D000085,DB09210
"Acids, Acyclic",D000144,DB09210
Amides,D000577,DB09210
Carboxylic Acids,D002264,DB09210
Central Nervous System Agents,D002491,DB09210
Fatty Acids,D005227,DB09210
"Fatty Acids, Volatile",D005232,DB09210
Heterocyclic Compounds,D006571,DB09210
"Heterocyclic Compounds, 1-Ring",D006573,DB09210
Lipids,D008055,DB09210
Nervous System,D009420,DB09210
Neuroprotective Agents,D018696,DB09210
Nootropic Agents,D018697,DB09210
Protective Agents,D020011,DB09210
Psychoanaleptics,,DB09210
"Psychostimulants, Agents Used for Adhd and Nootropics",,DB09210
Pyrrolidines,D011759,DB09210
Pyrrolidinones,D011760,DB09210
Specialty Uses of Chemicals,D020313,DB09210
Autacoids,D012898,DB09211
Biological Factors,D001685,DB09211
Eicosanoids,D015777,DB09211
Fatty Acids,D005227,DB09211
"Fatty Acids, Monounsaturated",D005229,DB09211
"Fatty Acids, Unsaturated",D005231,DB09211
Inflammation Mediators,D018836,DB09211
Lipids,D008055,DB09211
Prostaglandins,D011453,DB09211
Prostaglandins E,D011458,DB09211
"Acids, Carbocyclic",D000146,DB09212
Analgesics,D000700,DB09212
"Analgesics, Non-Narcotic",D018712,DB09212
Anti-Inflammatory Agents,D000893,DB09212
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09212
Antirheumatic Agents,D018501,DB09212
Carboxylic Acids,D002264,DB09212
Central Nervous System Agents,D002491,DB09212
Peripheral Nervous System Agents,D018373,DB09212
Sensory System Agents,D018689,DB09212
"Acids, Carbocyclic",D000146,DB09213
Anti-Inflammatory Agents,D000893,DB09213
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09213
"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)",,DB09213
Antiinflammatory and Antirheumatic Products,,DB09213
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DB09213
Carboxylic Acids,D002264,DB09213
COX Inhibitors,,DB09213
COX-1 Inhibitors,,DB09213
COX-2 Inhibitors,D052246,DB09213
Musculo-Skeletal System,,DB09213
Phenylpropionates,D010666,DB09213
Propionates,D011422,DB09213
Anti-Inflammatory Agents,D000893,DB09214
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09214
"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)",,DB09214
Antiinflammatory and Antirheumatic Products,,DB09214
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DB09214
"Antiinflammatory Preparations, Non-Steroids for Topical Use",,DB09214
COX Inhibitors,,DB09214
COX-1 Inhibitors,,DB09214
COX-2 Inhibitors,D052246,DB09214
Musculo-Skeletal System,,DB09214
Propionates,D011422,DB09214
Topical Products for Joint and Muscular Pain,,DB09214
Analgesics,D000700,DB09215
"Analgesics, Non-Narcotic",D018712,DB09215
Anti-Inflammatory Agents,D000893,DB09215
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09215
"Anti-Inflammatory Agents, Non-Steroidal (Non-Selective)",,DB09215
Antiinflammatory and Antirheumatic Products,,DB09215
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DB09215
Antirheumatic Agents,D018501,DB09215
Central Nervous System Agents,D002491,DB09215
COX Inhibitors,,DB09215
COX-1 Inhibitors,,DB09215
COX-2 Inhibitors,D052246,DB09215
Heterocyclic Compounds,D006571,DB09215
"Heterocyclic Compounds, 1-Ring",D006573,DB09215
Musculo-Skeletal System,,DB09215
Oxicams,,DB09215
Peripheral Nervous System Agents,D018373,DB09215
Sensory System Agents,D018689,DB09215
"Acids, Carbocyclic",D000146,DB09216
Aminobenzoates,D062365,DB09216
Analgesics,D000700,DB09216
"Analgesics, Non-Narcotic",D018712,DB09216
Anti-Inflammatory Agents,D000893,DB09216
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09216
Antiarrhythmic agents,D000889,DB09216
Antiinflammatory and Antirheumatic Products,,DB09216
"Antiinflammatory and Antirheumatic Products, Non-Steroids",,DB09216
Antirheumatic Agents,D018501,DB09216
Benzene Derivatives,D001555,DB09216
Benzoates,D001565,DB09216
Calcium Channel Blockers,D002121,DB09216
Carboxylic Acids,D002264,DB09216
Cardiovascular Agents,D002317,DB09216
Central Nervous System Agents,D002491,DB09216
Fenamates,D054361,DB09216
Hormone Antagonists,D006727,DB09216
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB09216
Hydrocarbons,D006838,DB09216
"Hydrocarbons, Aromatic",D006841,DB09216
"Hydrocarbons, Cyclic",D006844,DB09216
Membrane Transport Modulators,D049990,DB09216
"Migraine Disorders, drug therapy",,DB09216
Musculo-Skeletal System,,DB09216
Neurotransmitter Agents,D018377,DB09216
Peripheral Nervous System Agents,D018373,DB09216
Prostaglandin Antagonists,D011448,DB09216
Sensory System Agents,D018689,DB09216
Serotonin Agents,D018490,DB09216
Serotonin Receptor Antagonists,D012702,DB09216
Anti-Inflammatory Agents,D000893,DB09217
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09217
Furans,D005663,DB09217
Heterocyclic Compounds,D006571,DB09217
"Heterocyclic Compounds, 1-Ring",D006573,DB09217
Lactones,D007783,DB09217
Selective Cyclooxygenase 2 Inhibitors (NSAIDs),D052246,DB09217
Sulfur Compounds,D013457,DB09217
"Acids, Heterocyclic",D000147,DB09218
Amino Acids,D000596,DB09218
"Amino Acids, Basic",D024361,DB09218
"Amino Acids, Diamino",D000599,DB09218
"Amino Acids, Essential",D000601,DB09218
"Amino Acids, Peptides, and Proteins",D000602,DB09218
Analgesics,D000700,DB09218
"Analgesics, Non-Narcotic",D018712,DB09218
Anti-Inflammatory Agents,D000893,DB09218
"Anti-Inflammatory Agents, Non-Steroidal",D000894,DB09218
Antirheumatic Agents,D018501,DB09218
Central Nervous System Agents,D002491,DB09218
Heterocyclic Compounds,D006571,DB09218
"Heterocyclic Compounds, 1-Ring",D006573,DB09218
Nicotinic Acids,D009539,DB09218
Peripheral Nervous System Agents,D018373,DB09218
Pyridines,D011725,DB09218
Sensory System Agents,D018689,DB09218
Alimentary Tract and Metabolism,,DB09219
Contact Laxatives,,DB09219
Drugs for Constipation,,DB09219
Heterocyclic Compounds,D006571,DB09219
"Heterocyclic Compounds, 1-Ring",D006573,DB09219
Laxatives,D054368,DB09219
Acids,D000143,DB09220
"Acids, Heterocyclic",D000147,DB09220
"Acids, Noncarboxylic",D000148,DB09220
Anions,D000838,DB09220
Antiarrhythmic agents,D000889,DB09220
Antihypertensive Agents,D000959,DB09220
Cardiac Therapy,,DB09220
Cardiovascular Agents,D002317,DB09220
Cardiovascular System,D002319,DB09220
"Diet, Food, and Nutrition",D000066888,DB09220
Electrolytes,D004573,DB09220
Food,D005502,DB09220
Food and Beverages,D019602,DB09220
Growth Substances,D006133,DB09220
Heterocyclic Compounds,D006571,DB09220
"Heterocyclic Compounds, 1-Ring",D006573,DB09220
Ions,D007477,DB09220
Micronutrients,D018977,DB09220
Niacinamide,D009536,DB09220
Nicotinic Acids,D009539,DB09220
Nitrates,D009566,DB09220
Nitric Acid,D017942,DB09220
Nitrogen Compounds,D017672,DB09220
Physiological Phenomena,D010829,DB09220
Pyridines,D011725,DB09220
Vasodilating Agents,D014665,DB09220
Vasodilators Used in Cardiac Diseases,,DB09220
Vitamin B Complex,D014803,DB09220
Vitamins,D014815,DB09220
"Amino Acids, Peptides, and Proteins",D000602,DB09221
Anti-Ulcer Agents,D000897,DB09221
Dipeptides,D004151,DB09221
Gastrointestinal Agents,D005765,DB09221
Nerve Tissue Proteins,D009419,DB09221
Neuropeptides,D009479,DB09221
Oligopeptides,D009842,DB09221
Peptides,D010455,DB09221
Proteins,D011506,DB09221
Zinc,D015032,DB09221
Acute-Phase Proteins,D000209,DB09222
"Amino Acids, Peptides, and Proteins",D000602,DB09222
Biological Factors,D001685,DB09222
Blood and Blood Forming Organs,,DB09222
Blood Coagulation Factors,D001779,DB09222
Blood Proteins,D001798,DB09222
Fibrinogen,D005340,DB09222
Hemostatics,D006490,DB09222
Protein Precursors,D011498,DB09222
Proteins,D011506,DB09222
Antipsychotic Agents,D014150,DB09223
Antipsychotic Agents (Second Generation [Atypical]),,DB09223
Central Nervous System Depressants,D002492,DB09223
Dopamine Antagonists,D018492,DB09223
Dopamine D2 Receptor Antagonists,D065127,DB09223
Heterocyclic Compounds,D006571,DB09223
"Heterocyclic Compounds, 1-Ring",D006573,DB09223
